timestamp,extrx_raw.ch0,extrx_raw.ch1,extrx_raw.ch2,extrx_raw.ch3,extrx_raw.ch4,extrx_raw.ch5,extrx_raw.ch6,extrx_raw.ch7
133693,0,0,0,0,0,0,0,0
133793,0,0,0,0,0,0,0,0
133893,0,0,0,0,0,0,0,0
133993,0,0,0,0,0,0,0,0
134093,0,0,0,0,0,0,0,0
134193,0,0,0,0,0,0,0,0
134293,0,0,0,0,0,0,0,0
134393,0,0,0,0,0,0,0,0
134493,0,0,0,0,0,0,0,0
134593,0,0,0,0,0,0,0,0
134693,0,0,0,0,0,0,0,0
134793,0,0,0,0,0,0,0,0
134893,0,0,0,0,0,0,0,0
134993,0,0,0,0,0,0,0,0
135093,0,0,0,0,0,0,0,0
135195,0,0,0,0,0,0,0,0
135295,0,0,0,0,0,0,0,0
135395,0,0,0,0,0,0,0,0
135493,0,0,0,0,0,0,0,0
135593,0,0,0,0,0,0,0,0
135694,0,0,0,0,0,0,0,0
135794,0,0,0,0,0,0,0,0
135894,0,0,0,0,0,0,0,0
135994,0,0,0,0,0,0,0,0
136094,0,0,0,0,0,0,0,0
136194,0,0,0,0,0,0,0,0
136294,0,0,0,0,0,0,0,0
136393,0,0,0,0,0,0,0,0
136493,0,0,0,0,0,0,0,0
136593,0,0,0,0,0,0,0,0
136693,0,0,0,0,0,0,0,0
136793,0,0,0,0,0,0,0,0
136893,0,0,0,0,0,0,0,0
136993,0,0,0,0,0,0,0,0
137093,0,0,0,0,0,0,0,0
137193,0,0,0,0,0,0,0,0
137293,0,0,0,0,0,0,0,0
137393,0,0,0,0,0,0,0,0
137493,0,0,0,0,0,0,0,0
137593,0,0,0,0,0,0,0,0
137693,0,0,0,0,0,0,0,0
137793,0,0,0,0,0,0,0,0
137893,0,0,0,0,0,0,0,0
137993,0,0,0,0,0,0,0,0
138093,0,0,0,0,0,0,0,0
138193,0,0,0,0,0,0,0,0
138293,0,0,0,0,0,0,0,0
138393,0,0,0,0,0,0,0,0
138493,0,0,0,0,0,0,0,0
138593,0,0,0,0,0,0,0,0
138693,0,0,0,0,0,0,0,0
138793,0,0,0,0,0,0,0,0
138893,0,0,0,0,0,0,0,0
138993,0,0,0,0,0,0,0,0
139093,0,0,0,0,0,0,0,0
139193,0,0,0,0,0,0,0,0
139293,0,0,0,0,0,0,0,0
139393,0,0,0,0,0,0,0,0
139493,0,0,0,0,0,0,0,0
139593,0,0,0,0,0,0,0,0
139693,0,0,0,0,0,0,0,0
139793,0,0,0,0,0,0,0,0
139893,0,0,0,0,0,0,0,0
139993,0,0,0,0,0,0,0,0
140093,0,0,0,0,0,0,0,0
140193,0,0,0,0,0,0,0,0
140293,0,0,0,0,0,0,0,0
140393,0,0,0,0,0,0,0,0
140493,0,0,0,0,0,0,0,0
140593,0,0,0,0,0,0,0,0
140693,0,0,0,0,0,0,0,0
140793,0,0,0,0,0,0,0,0
140893,0,0,0,0,0,0,0,0
140993,0,0,0,0,0,0,0,0
141093,0,0,0,0,0,0,0,0
141193,0,0,0,0,0,0,0,0
141293,0,0,0,0,0,0,0,0
141393,0,0,0,0,0,0,0,0
141493,0,0,0,0,0,0,0,0
141593,0,0,0,0,0,0,0,0
141693,0,0,0,0,0,0,0,0
141793,0,0,0,0,0,0,0,0
141893,0,0,0,0,0,0,0,0
141993,0,0,0,0,0,0,0,0
142093,0,0,0,0,0,0,0,0
142193,0,0,0,0,0,0,0,0
142293,0,0,0,0,0,0,0,0
142393,0,0,0,0,0,0,0,0
142493,0,0,0,0,0,0,0,0
142593,0,0,0,0,0,0,0,0
142693,0,0,0,0,0,0,0,0
142793,0,0,0,0,0,0,0,0
142893,0,0,0,0,0,0,0,0
142993,0,0,0,0,0,0,0,0
143095,0,0,0,0,0,0,0,0
143193,0,0,0,0,0,0,0,0
143293,0,0,0,0,0,0,0,0
143395,0,0,0,0,0,0,0,0
143495,0,0,0,0,0,0,0,0
143595,0,0,0,0,0,0,0,0
143694,0,0,0,0,0,0,0,0
143795,0,0,0,0,0,0,0,0
143894,0,0,0,0,0,0,0,0
143995,0,0,0,0,0,0,0,0
144094,0,0,0,0,0,0,0,0
144194,0,0,0,0,0,0,0,0
144294,0,0,0,0,0,0,0,0
144394,0,0,0,0,0,0,0,0
144493,0,0,0,0,0,0,0,0
144593,0,0,0,0,0,0,0,0
144693,0,0,0,0,0,0,0,0
144793,0,0,0,0,0,0,0,0
144893,0,0,0,0,0,0,0,0
144993,0,0,0,0,0,0,0,0
145093,0,0,0,0,0,0,0,0
145193,0,0,0,0,0,0,0,0
145293,0,0,0,0,0,0,0,0
145393,0,0,0,0,0,0,0,0
145493,0,0,0,0,0,0,0,0
145593,0,0,0,0,0,0,0,0
145693,0,0,0,0,0,0,0,0
145793,0,0,0,0,0,0,0,0
145893,0,0,0,0,0,0,0,0
145993,0,0,0,0,0,0,0,0
146093,0,0,0,0,0,0,0,0
146193,0,0,0,0,0,0,0,0
146293,0,0,0,0,0,0,0,0
146393,0,0,0,0,0,0,0,0
146493,0,0,0,0,0,0,0,0
146593,0,0,0,0,0,0,0,0
146693,0,0,0,0,0,0,0,0
146793,0,0,0,0,0,0,0,0
146893,0,0,0,0,0,0,0,0
146993,0,0,0,0,0,0,0,0
147093,0,0,0,0,0,0,0,0
147193,0,0,0,0,0,0,0,0
147293,0,0,0,0,0,0,0,0
147393,0,0,0,0,0,0,0,0
147493,0,0,0,0,0,0,0,0
147593,0,0,0,0,0,0,0,0
147693,0,0,0,0,0,0,0,0
147793,0,0,0,0,0,0,0,0
147893,0,0,0,0,0,0,0,0
147993,0,0,0,0,0,0,0,0
148093,0,0,0,0,0,0,0,0
148193,0,0,0,0,0,0,0,0
148293,0,0,0,0,0,0,0,0
148393,0,0,0,0,0,0,0,0
148493,0,0,0,0,0,0,0,0
148593,0,0,0,0,0,0,0,0
148693,0,0,0,0,0,0,0,0
148793,0,0,0,0,0,0,0,0
148893,0,0,0,0,0,0,0,0
148993,0,0,0,0,0,0,0,0
149093,0,0,0,0,0,0,0,0
