timestamp,extrx.AltHold,extrx.Arm,extrx.thrust,extrx.roll,extrx.pitch,extrx.yawRate,extrx.zVel
134990,0,0,0.0,0.0,0.0,0.0,0.0
135090,0,0,0.0,0.0,0.0,0.0,0.0
135190,0,0,0.0,0.0,0.0,0.0,0.0
135290,0,0,0.0,0.0,0.0,0.0,0.0
135390,0,0,0.0,0.0,0.0,0.0,0.0
135490,0,0,0.0,0.0,0.0,0.0,0.0
135590,0,0,0.0,0.0,0.0,0.0,0.0
135690,0,0,0.0,0.0,0.0,0.0,0.0
135790,0,0,0.0,0.0,0.0,0.0,0.0
135890,0,0,0.0,0.0,0.0,0.0,0.0
135990,0,0,0.0,0.0,0.0,0.0,0.0
136090,0,0,0.0,0.0,0.0,0.0,0.0
136190,0,0,0.0,0.0,0.0,0.0,0.0
136290,0,0,0.0,0.0,0.0,0.0,0.0
136390,0,0,0.0,0.0,0.0,0.0,0.0
136490,0,0,0.0,0.0,0.0,0.0,0.0
136593,0,0,0.0,0.0,0.0,0.0,0.0
136693,0,0,0.0,0.0,0.0,0.0,0.0
136793,0,0,0.0,0.0,0.0,0.0,0.0
136892,0,0,0.0,0.0,0.0,0.0,0.0
136992,0,0,0.0,0.0,0.0,0.0,0.0
137092,0,0,0.0,0.0,0.0,0.0,0.0
137191,0,0,0.0,0.0,0.0,0.0,0.0
137290,0,0,0.0,0.0,0.0,0.0,0.0
137390,0,0,0.0,0.0,0.0,0.0,0.0
137490,0,0,0.0,0.0,0.0,0.0,0.0
137590,0,0,0.0,0.0,0.0,0.0,0.0
137690,0,0,0.0,0.0,0.0,0.0,0.0
137790,0,0,0.0,0.0,0.0,0.0,0.0
137890,0,0,0.0,0.0,0.0,0.0,0.0
137990,0,0,0.0,0.0,0.0,0.0,0.0
138090,0,0,0.0,0.0,0.0,0.0,0.0
138190,0,0,0.0,0.0,0.0,0.0,0.0
138290,0,0,0.0,0.0,0.0,0.0,0.0
138390,0,0,0.0,0.0,0.0,0.0,0.0
138490,0,0,0.0,0.0,0.0,0.0,0.0
138590,0,0,0.0,0.0,0.0,0.0,0.0
138690,0,0,0.0,0.0,0.0,0.0,0.0
138790,0,0,0.0,0.0,0.0,0.0,0.0
138890,0,0,0.0,0.0,0.0,0.0,0.0
138990,0,0,0.0,0.0,0.0,0.0,0.0
139090,0,0,0.0,0.0,0.0,0.0,0.0
139190,0,0,0.0,0.0,0.0,0.0,0.0
139290,0,0,0.0,0.0,0.0,0.0,0.0
139390,0,0,0.0,0.0,0.0,0.0,0.0
139490,0,0,0.0,0.0,0.0,0.0,0.0
139590,0,0,0.0,0.0,0.0,0.0,0.0
139690,0,0,0.0,0.0,0.0,0.0,0.0
139790,0,0,0.0,0.0,0.0,0.0,0.0
139890,0,0,0.0,0.0,0.0,0.0,0.0
139990,0,0,0.0,0.0,0.0,0.0,0.0
140090,0,0,0.0,0.0,0.0,0.0,0.0
140190,0,0,0.0,0.0,0.0,0.0,0.0
140290,0,0,0.0,0.0,0.0,0.0,0.0
140390,0,0,0.0,0.0,0.0,0.0,0.0
140490,0,0,0.0,0.0,0.0,0.0,0.0
140590,0,0,0.0,0.0,0.0,0.0,0.0
140690,0,0,0.0,0.0,0.0,0.0,0.0
140790,0,0,0.0,0.0,0.0,0.0,0.0
140890,0,0,0.0,0.0,0.0,0.0,0.0
140990,0,0,0.0,0.0,0.0,0.0,0.0
141090,0,0,0.0,0.0,0.0,0.0,0.0
141190,0,0,0.0,0.0,0.0,0.0,0.0
141290,0,0,0.0,0.0,0.0,0.0,0.0
141390,0,0,0.0,0.0,0.0,0.0,0.0
141490,0,0,0.0,0.0,0.0,0.0,0.0
141590,0,0,0.0,0.0,0.0,0.0,0.0
141690,0,0,0.0,0.0,0.0,0.0,0.0
141790,0,0,0.0,0.0,0.0,0.0,0.0
141890,0,0,0.0,0.0,0.0,0.0,0.0
141990,0,0,0.0,0.0,0.0,0.0,0.0
142090,0,0,0.0,0.0,0.0,0.0,0.0
142190,0,0,0.0,0.0,0.0,0.0,0.0
142290,0,0,0.0,0.0,0.0,0.0,0.0
142390,0,0,0.0,0.0,0.0,0.0,0.0
142490,0,0,0.0,0.0,0.0,0.0,0.0
142590,0,0,0.0,0.0,0.0,0.0,0.0
142690,0,0,0.0,0.0,0.0,0.0,0.0
142790,0,0,0.0,0.0,0.0,0.0,0.0
142890,0,0,0.0,0.0,0.0,0.0,0.0
142990,0,0,0.0,0.0,0.0,0.0,0.0
143090,0,0,0.0,0.0,0.0,0.0,0.0
143190,0,0,0.0,0.0,0.0,0.0,0.0
143290,0,0,0.0,0.0,0.0,0.0,0.0
143390,0,0,0.0,0.0,0.0,0.0,0.0
143490,0,0,0.0,0.0,0.0,0.0,0.0
143590,0,0,0.0,0.0,0.0,0.0,0.0
143690,0,0,0.0,0.0,0.0,0.0,0.0
143790,0,0,0.0,0.0,0.0,0.0,0.0
143890,0,0,0.0,0.0,0.0,0.0,0.0
143990,0,0,0.0,0.0,0.0,0.0,0.0
144090,0,0,0.0,0.0,0.0,0.0,0.0
144190,0,0,0.0,0.0,0.0,0.0,0.0
144293,0,0,0.0,0.0,0.0,0.0,0.0
144394,0,0,0.0,0.0,0.0,0.0,0.0
144493,0,0,0.0,0.0,0.0,0.0,0.0
144593,0,0,0.0,0.0,0.0,0.0,0.0
144690,0,0,0.0,0.0,0.0,0.0,0.0
144790,0,0,0.0,0.0,0.0,0.0,0.0
144890,0,0,0.0,0.0,0.0,0.0,0.0
144990,0,0,0.0,0.0,0.0,0.0,0.0
145092,0,0,0.0,0.0,0.0,0.0,0.0
145192,0,0,0.0,0.0,0.0,0.0,0.0
145292,0,0,0.0,0.0,0.0,0.0,0.0
145392,0,0,0.0,0.0,0.0,0.0,0.0
145492,0,0,0.0,0.0,0.0,0.0,0.0
145592,0,0,0.0,0.0,0.0,0.0,0.0
145690,0,0,0.0,0.0,0.0,0.0,0.0
145790,0,0,0.0,0.0,0.0,0.0,0.0
145890,0,0,0.0,0.0,0.0,0.0,0.0
145990,0,0,0.0,0.0,0.0,0.0,0.0
146090,0,0,0.0,0.0,0.0,0.0,0.0
146190,0,0,0.0,0.0,0.0,0.0,0.0
146290,0,0,0.0,0.0,0.0,0.0,0.0
146390,0,0,0.0,0.0,0.0,0.0,0.0
146490,0,0,0.0,0.0,0.0,0.0,0.0
146590,0,0,0.0,0.0,0.0,0.0,0.0
146690,0,0,0.0,0.0,0.0,0.0,0.0
146790,0,0,0.0,0.0,0.0,0.0,0.0
146890,0,0,0.0,0.0,0.0,0.0,0.0
146990,0,0,0.0,0.0,0.0,0.0,0.0
147090,0,0,0.0,0.0,0.0,0.0,0.0
147190,0,0,0.0,0.0,0.0,0.0,0.0
147290,0,0,0.0,0.0,0.0,0.0,0.0
147390,0,0,0.0,0.0,0.0,0.0,0.0
147490,0,0,0.0,0.0,0.0,0.0,0.0
147590,0,0,0.0,0.0,0.0,0.0,0.0
147690,0,0,0.0,0.0,0.0,0.0,0.0
147790,0,0,0.0,0.0,0.0,0.0,0.0
147890,0,0,0.0,0.0,0.0,0.0,0.0
147990,0,0,0.0,0.0,0.0,0.0,0.0
148090,0,0,0.0,0.0,0.0,0.0,0.0
148190,0,0,0.0,0.0,0.0,0.0,0.0
148290,0,0,0.0,0.0,0.0,0.0,0.0
148390,0,0,0.0,0.0,0.0,0.0,0.0
148490,0,0,0.0,0.0,0.0,0.0,0.0
148590,0,0,0.0,0.0,0.0,0.0,0.0
148690,0,0,0.0,0.0,0.0,0.0,0.0
148790,0,0,0.0,0.0,0.0,0.0,0.0
148890,0,0,0.0,0.0,0.0,0.0,0.0
148990,0,0,0.0,0.0,0.0,0.0,0.0
149090,0,0,0.0,0.0,0.0,0.0,0.0
