timestamp,ctrlMel.r_yaw,ctrlMel.accelz,ctrlMel.zdx,ctrlMel.zdy,ctrlMel.zdz,ctrlMel.i_err_x
111962,0.0,0.0,0.0,0.0,0.0,0.0
112062,0.0,0.0,0.0,0.0,0.0,0.0
112162,0.0,0.0,0.0,0.0,0.0,0.0
112262,0.0,0.0,0.0,0.0,0.0,0.0
112362,0.0,0.0,0.0,0.0,0.0,0.0
112462,0.0,0.0,0.0,0.0,0.0,0.0
112562,0.0,0.0,0.0,0.0,0.0,0.0
112662,0.0,0.0,0.0,0.0,0.0,0.0
112762,0.0,0.0,0.0,0.0,0.0,0.0
112862,0.0,0.0,0.0,0.0,0.0,0.0
112962,0.0,0.0,0.0,0.0,0.0,0.0
113062,0.0,0.0,0.0,0.0,0.0,0.0
113162,0.0,0.0,0.0,0.0,0.0,0.0
113262,0.0,0.0,0.0,0.0,0.0,0.0
113362,0.0,0.0,0.0,0.0,0.0,0.0
113462,0.0,0.0,0.0,0.0,0.0,0.0
113562,0.0,0.0,0.0,0.0,0.0,0.0
113662,0.0,0.0,0.0,0.0,0.0,0.0
113762,0.0,0.0,0.0,0.0,0.0,0.0
113862,0.0,0.0,0.0,0.0,0.0,0.0
113962,0.0,0.0,0.0,0.0,0.0,0.0
114062,0.0,0.0,0.0,0.0,0.0,0.0
114162,0.0,0.0,0.0,0.0,0.0,0.0
114262,0.0,0.0,0.0,0.0,0.0,0.0
114362,0.0,0.0,0.0,0.0,0.0,0.0
114462,0.0,0.0,0.0,0.0,0.0,0.0
114562,0.0,0.0,0.0,0.0,0.0,0.0
114662,0.0,0.0,0.0,0.0,0.0,0.0
114762,0.0,0.0,0.0,0.0,0.0,0.0
114862,0.0,0.0,0.0,0.0,0.0,0.0
114962,0.0,0.0,0.0,0.0,0.0,0.0
115062,0.0,0.0,0.0,0.0,0.0,0.0
115162,0.0,0.0,0.0,0.0,0.0,0.0
115262,0.0,0.0,0.0,0.0,0.0,0.0
115365,0.0,0.0,0.0,0.0,0.0,0.0
115465,0.0,0.0,0.0,0.0,0.0,0.0
115565,0.0,0.0,0.0,0.0,0.0,0.0
115664,0.0,0.0,0.0,0.0,0.0,0.0
115764,0.0,0.0,0.0,0.0,0.0,0.0
115864,0.0,0.0,0.0,0.0,0.0,0.0
115964,0.0,0.0,0.0,0.0,0.0,0.0
116064,0.0,0.0,0.0,0.0,0.0,0.0
116164,0.0,0.0,0.0,0.0,0.0,0.0
116263,0.0,0.0,0.0,0.0,0.0,0.0
116362,0.0,0.0,0.0,0.0,0.0,0.0
116462,0.0,0.0,0.0,0.0,0.0,0.0
116562,0.0,0.0,0.0,0.0,0.0,0.0
116663,0.0,0.0,0.0,0.0,0.0,0.0
116763,0.0,0.0,0.0,0.0,0.0,0.0
116862,0.0,0.0,0.0,0.0,0.0,0.0
116962,0.0,0.0,0.0,0.0,0.0,0.0
117062,0.0,0.0,0.0,0.0,0.0,0.0
117162,0.0,0.0,0.0,0.0,0.0,0.0
117262,0.0,0.0,0.0,0.0,0.0,0.0
117362,0.0,0.0,0.0,0.0,0.0,0.0
117462,0.0,0.0,0.0,0.0,0.0,0.0
117562,0.0,0.0,0.0,0.0,0.0,0.0
117662,0.0,0.0,0.0,0.0,0.0,0.0
117762,0.0,0.0,0.0,0.0,0.0,0.0
117862,0.0,0.0,0.0,0.0,0.0,0.0
117962,0.0,0.0,0.0,0.0,0.0,0.0
118062,0.0,0.0,0.0,0.0,0.0,0.0
118162,0.0,0.0,0.0,0.0,0.0,0.0
118262,0.0,0.0,0.0,0.0,0.0,0.0
118362,0.0,0.0,0.0,0.0,0.0,0.0
118462,0.0,0.0,0.0,0.0,0.0,0.0
118562,0.0,0.0,0.0,0.0,0.0,0.0
118662,0.0,0.0,0.0,0.0,0.0,0.0
118762,0.0,0.0,0.0,0.0,0.0,0.0
118862,0.0,0.0,0.0,0.0,0.0,0.0
118962,0.0,0.0,0.0,0.0,0.0,0.0
119062,0.0,0.0,0.0,0.0,0.0,0.0
119162,0.0,0.0,0.0,0.0,0.0,0.0
119262,0.0,0.0,0.0,0.0,0.0,0.0
119362,0.0,0.0,0.0,0.0,0.0,0.0
119462,0.0,0.0,0.0,0.0,0.0,0.0
119562,0.0,0.0,0.0,0.0,0.0,0.0
119662,0.0,0.0,0.0,0.0,0.0,0.0
119762,0.0,0.0,0.0,0.0,0.0,0.0
119862,0.0,0.0,0.0,0.0,0.0,0.0
119962,0.0,0.0,0.0,0.0,0.0,0.0
120062,0.0,0.0,0.0,0.0,0.0,0.0
120162,0.0,0.0,0.0,0.0,0.0,0.0
120262,0.0,0.0,0.0,0.0,0.0,0.0
120362,0.0,0.0,0.0,0.0,0.0,0.0
120462,0.0,0.0,0.0,0.0,0.0,0.0
120562,0.0,0.0,0.0,0.0,0.0,0.0
120662,0.0,0.0,0.0,0.0,0.0,0.0
120762,0.0,0.0,0.0,0.0,0.0,0.0
120862,0.0,0.0,0.0,0.0,0.0,0.0
120962,0.0,0.0,0.0,0.0,0.0,0.0
121062,0.0,0.0,0.0,0.0,0.0,0.0
121162,0.0,0.0,0.0,0.0,0.0,0.0
121262,0.0,0.0,0.0,0.0,0.0,0.0
121362,0.0,0.0,0.0,0.0,0.0,0.0
121462,0.0,0.0,0.0,0.0,0.0,0.0
121562,0.0,0.0,0.0,0.0,0.0,0.0
