timestamp,ctrlMel.cmd_thrust,ctrlMel.cmd_roll,ctrlMel.cmd_pitch,ctrlMel.cmd_yaw,ctrlMel.r_roll,ctrlMel.r_pitch
103757,0.0,0.0,0.0,0.0,0.0,0.0
103857,0.0,0.0,0.0,0.0,0.0,0.0
103957,0.0,0.0,0.0,0.0,0.0,0.0
104057,0.0,0.0,0.0,0.0,0.0,0.0
104157,0.0,0.0,0.0,0.0,0.0,0.0
104257,0.0,0.0,0.0,0.0,0.0,0.0
104357,0.0,0.0,0.0,0.0,0.0,0.0
104457,0.0,0.0,0.0,0.0,0.0,0.0
104557,0.0,0.0,0.0,0.0,0.0,0.0
104657,0.0,0.0,0.0,0.0,0.0,0.0
104757,0.0,0.0,0.0,0.0,0.0,0.0
104859,0.0,0.0,0.0,0.0,0.0,0.0
104959,0.0,0.0,0.0,0.0,0.0,0.0
105059,0.0,0.0,0.0,0.0,0.0,0.0
105159,0.0,0.0,0.0,0.0,0.0,0.0
105258,0.0,0.0,0.0,0.0,0.0,0.0
105358,0.0,0.0,0.0,0.0,0.0,0.0
105458,0.0,0.0,0.0,0.0,0.0,0.0
105558,0.0,0.0,0.0,0.0,0.0,0.0
105657,0.0,0.0,0.0,0.0,0.0,0.0
105757,0.0,0.0,0.0,0.0,0.0,0.0
105857,0.0,0.0,0.0,0.0,0.0,0.0
105957,0.0,0.0,0.0,0.0,0.0,0.0
106057,0.0,0.0,0.0,0.0,0.0,0.0
106157,0.0,0.0,0.0,0.0,0.0,0.0
106257,0.0,0.0,0.0,0.0,0.0,0.0
106357,0.0,0.0,0.0,0.0,0.0,0.0
106457,0.0,0.0,0.0,0.0,0.0,0.0
106557,0.0,0.0,0.0,0.0,0.0,0.0
106657,0.0,0.0,0.0,0.0,0.0,0.0
106757,0.0,0.0,0.0,0.0,0.0,0.0
106857,0.0,0.0,0.0,0.0,0.0,0.0
106957,0.0,0.0,0.0,0.0,0.0,0.0
107057,0.0,0.0,0.0,0.0,0.0,0.0
107157,0.0,0.0,0.0,0.0,0.0,0.0
107257,0.0,0.0,0.0,0.0,0.0,0.0
107357,0.0,0.0,0.0,0.0,0.0,0.0
107457,0.0,0.0,0.0,0.0,0.0,0.0
107557,0.0,0.0,0.0,0.0,0.0,0.0
107657,0.0,0.0,0.0,0.0,0.0,0.0
107757,0.0,0.0,0.0,0.0,0.0,0.0
107857,0.0,0.0,0.0,0.0,0.0,0.0
107957,0.0,0.0,0.0,0.0,0.0,0.0
108057,0.0,0.0,0.0,0.0,0.0,0.0
108157,0.0,0.0,0.0,0.0,0.0,0.0
108257,0.0,0.0,0.0,0.0,0.0,0.0
108357,0.0,0.0,0.0,0.0,0.0,0.0
108457,0.0,0.0,0.0,0.0,0.0,0.0
108557,0.0,0.0,0.0,0.0,0.0,0.0
108657,0.0,0.0,0.0,0.0,0.0,0.0
108757,0.0,0.0,0.0,0.0,0.0,0.0
108857,0.0,0.0,0.0,0.0,0.0,0.0
108957,0.0,0.0,0.0,0.0,0.0,0.0
109057,0.0,0.0,0.0,0.0,0.0,0.0
109157,0.0,0.0,0.0,0.0,0.0,0.0
109257,0.0,0.0,0.0,0.0,0.0,0.0
109357,0.0,0.0,0.0,0.0,0.0,0.0
109457,0.0,0.0,0.0,0.0,0.0,0.0
109557,0.0,0.0,0.0,0.0,0.0,0.0
109659,0.0,0.0,0.0,0.0,0.0,0.0
109759,0.0,0.0,0.0,0.0,0.0,0.0
109859,0.0,0.0,0.0,0.0,0.0,0.0
109959,0.0,0.0,0.0,0.0,0.0,0.0
110059,0.0,0.0,0.0,0.0,0.0,0.0
110158,0.0,0.0,0.0,0.0,0.0,0.0
110258,0.0,0.0,0.0,0.0,0.0,0.0
110358,0.0,0.0,0.0,0.0,0.0,0.0
110457,0.0,0.0,0.0,0.0,0.0,0.0
110557,0.0,0.0,0.0,0.0,0.0,0.0
110657,0.0,0.0,0.0,0.0,0.0,0.0
110757,0.0,0.0,0.0,0.0,0.0,0.0
110857,0.0,0.0,0.0,0.0,0.0,0.0
110957,0.0,0.0,0.0,0.0,0.0,0.0
111057,0.0,0.0,0.0,0.0,0.0,0.0
111157,0.0,0.0,0.0,0.0,0.0,0.0
111257,0.0,0.0,0.0,0.0,0.0,0.0
111357,0.0,0.0,0.0,0.0,0.0,0.0
111457,0.0,0.0,0.0,0.0,0.0,0.0
111557,0.0,0.0,0.0,0.0,0.0,0.0
111657,0.0,0.0,0.0,0.0,0.0,0.0
111757,0.0,0.0,0.0,0.0,0.0,0.0
111857,0.0,0.0,0.0,0.0,0.0,0.0
111957,0.0,0.0,0.0,0.0,0.0,0.0
112057,0.0,0.0,0.0,0.0,0.0,0.0
112158,0.0,0.0,0.0,0.0,0.0,0.0
112257,0.0,0.0,0.0,0.0,0.0,0.0
112357,0.0,0.0,0.0,0.0,0.0,0.0
112457,0.0,0.0,0.0,0.0,0.0,0.0
112557,0.0,0.0,0.0,0.0,0.0,0.0
112657,0.0,0.0,0.0,0.0,0.0,0.0
112757,0.0,0.0,0.0,0.0,0.0,0.0
112857,0.0,0.0,0.0,0.0,0.0,0.0
112957,0.0,0.0,0.0,0.0,0.0,0.0
113057,0.0,0.0,0.0,0.0,0.0,0.0
113157,0.0,0.0,0.0,0.0,0.0,0.0
113257,0.0,0.0,0.0,0.0,0.0,0.0
113357,0.0,0.0,0.0,0.0,0.0,0.0
113457,0.0,0.0,0.0,0.0,0.0,0.0
113557,0.0,0.0,0.0,0.0,0.0,0.0
113657,0.0,0.0,0.0,0.0,0.0,0.0
113757,0.0,0.0,0.0,0.0,0.0,0.0
113857,0.0,0.0,0.0,0.0,0.0,0.0
113957,0.0,0.0,0.0,0.0,0.0,0.0
114057,0.0,0.0,0.0,0.0,0.0,0.0
114157,0.0,0.0,0.0,0.0,0.0,0.0
114257,0.0,0.0,0.0,0.0,0.0,0.0
114357,0.0,0.0,0.0,0.0,0.0,0.0
114457,0.0,0.0,0.0,0.0,0.0,0.0
114557,0.0,0.0,0.0,0.0,0.0,0.0
114657,0.0,0.0,0.0,0.0,0.0,0.0
114757,0.0,0.0,0.0,0.0,0.0,0.0
114857,0.0,0.0,0.0,0.0,0.0,0.0
114957,0.0,0.0,0.0,0.0,0.0,0.0
115057,0.0,0.0,0.0,0.0,0.0,0.0
115157,0.0,0.0,0.0,0.0,0.0,0.0
115257,0.0,0.0,0.0,0.0,0.0,0.0
115357,0.0,0.0,0.0,0.0,0.0,0.0
115457,0.0,0.0,0.0,0.0,0.0,0.0
115557,0.0,0.0,0.0,0.0,0.0,0.0
115657,0.0,0.0,0.0,0.0,0.0,0.0
115757,0.0,0.0,0.0,0.0,0.0,0.0
115857,0.0,0.0,0.0,0.0,0.0,0.0
115957,0.0,0.0,0.0,0.0,0.0,0.0
116057,0.0,0.0,0.0,0.0,0.0,0.0
116157,0.0,0.0,0.0,0.0,0.0,0.0
116257,0.0,0.0,0.0,0.0,0.0,0.0
116357,0.0,0.0,0.0,0.0,0.0,0.0
116457,0.0,0.0,0.0,0.0,0.0,0.0
116557,0.0,0.0,0.0,0.0,0.0,0.0
116657,0.0,0.0,0.0,0.0,0.0,0.0
116757,0.0,0.0,0.0,0.0,0.0,0.0
116857,0.0,0.0,0.0,0.0,0.0,0.0
116957,0.0,0.0,0.0,0.0,0.0,0.0
117057,0.0,0.0,0.0,0.0,0.0,0.0
117157,0.0,0.0,0.0,0.0,0.0,0.0
117257,0.0,0.0,0.0,0.0,0.0,0.0
117357,0.0,0.0,0.0,0.0,0.0,0.0
117457,0.0,0.0,0.0,0.0,0.0,0.0
117557,0.0,0.0,0.0,0.0,0.0,0.0
117657,0.0,0.0,0.0,0.0,0.0,0.0
117757,0.0,0.0,0.0,0.0,0.0,0.0
117857,0.0,0.0,0.0,0.0,0.0,0.0
117957,0.0,0.0,0.0,0.0,0.0,0.0
118057,0.0,0.0,0.0,0.0,0.0,0.0
118159,0.0,0.0,0.0,0.0,0.0,0.0
118259,0.0,0.0,0.0,0.0,0.0,0.0
118359,0.0,0.0,0.0,0.0,0.0,0.0
118459,0.0,0.0,0.0,0.0,0.0,0.0
118559,0.0,0.0,0.0,0.0,0.0,0.0
118659,0.0,0.0,0.0,0.0,0.0,0.0
118758,0.0,0.0,0.0,0.0,0.0,0.0
118858,0.0,0.0,0.0,0.0,0.0,0.0
118958,0.0,0.0,0.0,0.0,0.0,0.0
119058,0.0,0.0,0.0,0.0,0.0,0.0
119158,0.0,0.0,0.0,0.0,0.0,0.0
119257,0.0,0.0,0.0,0.0,0.0,0.0
119357,0.0,0.0,0.0,0.0,0.0,0.0
119457,0.0,0.0,0.0,0.0,0.0,0.0
119557,0.0,0.0,0.0,0.0,0.0,0.0
119657,0.0,0.0,0.0,0.0,0.0,0.0
119757,0.0,0.0,0.0,0.0,0.0,0.0
119857,0.0,0.0,0.0,0.0,0.0,0.0
119957,0.0,0.0,0.0,0.0,0.0,0.0
120057,0.0,0.0,0.0,0.0,0.0,0.0
120157,0.0,0.0,0.0,0.0,0.0,0.0
120257,0.0,0.0,0.0,0.0,0.0,0.0
120357,0.0,0.0,0.0,0.0,0.0,0.0
120457,0.0,0.0,0.0,0.0,0.0,0.0
120557,0.0,0.0,0.0,0.0,0.0,0.0
120657,0.0,0.0,0.0,0.0,0.0,0.0
120757,0.0,0.0,0.0,0.0,0.0,0.0
120857,0.0,0.0,0.0,0.0,0.0,0.0
120957,0.0,0.0,0.0,0.0,0.0,0.0
121057,0.0,0.0,0.0,0.0,0.0,0.0
121157,0.0,0.0,0.0,0.0,0.0,0.0
121257,0.0,0.0,0.0,0.0,0.0,0.0
121357,0.0,0.0,0.0,0.0,0.0,0.0
121457,0.0,0.0,0.0,0.0,0.0,0.0
121557,0.0,0.0,0.0,0.0,0.0,0.0
