timestamp,posCtrlIndi.posRef_x,posCtrlIndi.posRef_y,posCtrlIndi.posRef_z,posCtrlIndi.velS_x,posCtrlIndi.velS_y,posCtrlIndi.velS_z
185865,0.0,0.0,0.0,0.0,0.0,0.0
185965,0.0,0.0,0.0,0.0,0.0,0.0
186065,0.0,0.0,0.0,0.0,0.0,0.0
186165,0.0,0.0,0.0,0.0,0.0,0.0
186265,0.0,0.0,0.0,0.0,0.0,0.0
186365,0.0,0.0,0.0,0.0,0.0,0.0
186465,0.0,0.0,0.0,0.0,0.0,0.0
186565,0.0,0.0,0.0,0.0,0.0,0.0
186665,0.0,0.0,0.0,0.0,0.0,0.0
186767,0.0,0.0,0.0,0.0,0.0,0.0
186867,0.0,0.0,0.0,0.0,0.0,0.0
186966,0.0,0.0,0.0,0.0,0.0,0.0
187066,0.0,0.0,0.0,0.0,0.0,0.0
187166,0.0,0.0,0.0,0.0,0.0,0.0
187265,0.0,0.0,0.0,0.0,0.0,0.0
187365,0.0,0.0,0.0,0.0,0.0,0.0
187465,0.0,0.0,0.0,0.0,0.0,0.0
187565,0.0,0.0,0.0,0.0,0.0,0.0
187665,0.0,0.0,0.0,0.0,0.0,0.0
187765,0.0,0.0,0.0,0.0,0.0,0.0
187865,0.0,0.0,0.0,0.0,0.0,0.0
187965,0.0,0.0,0.0,0.0,0.0,0.0
188065,0.0,0.0,0.0,0.0,0.0,0.0
188165,0.0,0.0,0.0,0.0,0.0,0.0
188265,0.0,0.0,0.0,0.0,0.0,0.0
188365,0.0,0.0,0.0,0.0,0.0,0.0
188465,0.0,0.0,0.0,0.0,0.0,0.0
188565,0.0,0.0,0.0,0.0,0.0,0.0
188665,0.0,0.0,0.0,0.0,0.0,0.0
188767,0.0,0.0,0.0,0.0,0.0,0.0
188866,0.0,0.0,0.0,0.0,0.0,0.0
188966,0.0,0.0,0.0,0.0,0.0,0.0
189066,0.0,0.0,0.0,0.0,0.0,0.0
189166,0.0,0.0,0.0,0.0,0.0,0.0
189266,0.0,0.0,0.0,0.0,0.0,0.0
189365,0.0,0.0,0.0,0.0,0.0,0.0
189465,0.0,0.0,0.0,0.0,0.0,0.0
189565,0.0,0.0,0.0,0.0,0.0,0.0
189665,0.0,0.0,0.0,0.0,0.0,0.0
189765,0.0,0.0,0.0,0.0,0.0,0.0
189865,0.0,0.0,0.0,0.0,0.0,0.0
189965,0.0,0.0,0.0,0.0,0.0,0.0
190065,0.0,0.0,0.0,0.0,0.0,0.0
190165,0.0,0.0,0.0,0.0,0.0,0.0
190265,0.0,0.0,0.0,0.0,0.0,0.0
190365,0.0,0.0,0.0,0.0,0.0,0.0
190465,0.0,0.0,0.0,0.0,0.0,0.0
190565,0.0,0.0,0.0,0.0,0.0,0.0
190665,0.0,0.0,0.0,0.0,0.0,0.0
190765,0.0,0.0,0.0,0.0,0.0,0.0
190865,0.0,0.0,0.0,0.0,0.0,0.0
190965,0.0,0.0,0.0,0.0,0.0,0.0
191065,0.0,0.0,0.0,0.0,0.0,0.0
191165,0.0,0.0,0.0,0.0,0.0,0.0
191265,0.0,0.0,0.0,0.0,0.0,0.0
191365,0.0,0.0,0.0,0.0,0.0,0.0
191465,0.0,0.0,0.0,0.0,0.0,0.0
191565,0.0,0.0,0.0,0.0,0.0,0.0
191665,0.0,0.0,0.0,0.0,0.0,0.0
191765,0.0,0.0,0.0,0.0,0.0,0.0
191865,0.0,0.0,0.0,0.0,0.0,0.0
191965,0.0,0.0,0.0,0.0,0.0,0.0
192065,0.0,0.0,0.0,0.0,0.0,0.0
192165,0.0,0.0,0.0,0.0,0.0,0.0
192265,0.0,0.0,0.0,0.0,0.0,0.0
192365,0.0,0.0,0.0,0.0,0.0,0.0
192465,0.0,0.0,0.0,0.0,0.0,0.0
192565,0.0,0.0,0.0,0.0,0.0,0.0
192665,0.0,0.0,0.0,0.0,0.0,0.0
192765,0.0,0.0,0.0,0.0,0.0,0.0
192865,0.0,0.0,0.0,0.0,0.0,0.0
192965,0.0,0.0,0.0,0.0,0.0,0.0
193065,0.0,0.0,0.0,0.0,0.0,0.0
193165,0.0,0.0,0.0,0.0,0.0,0.0
193265,0.0,0.0,0.0,0.0,0.0,0.0
193365,0.0,0.0,0.0,0.0,0.0,0.0
193465,0.0,0.0,0.0,0.0,0.0,0.0
193565,0.0,0.0,0.0,0.0,0.0,0.0
193665,0.0,0.0,0.0,0.0,0.0,0.0
193765,0.0,0.0,0.0,0.0,0.0,0.0
193865,0.0,0.0,0.0,0.0,0.0,0.0
193965,0.0,0.0,0.0,0.0,0.0,0.0
194065,0.0,0.0,0.0,0.0,0.0,0.0
194165,0.0,0.0,0.0,0.0,0.0,0.0
194265,0.0,0.0,0.0,0.0,0.0,0.0
194367,0.0,0.0,0.0,0.0,0.0,0.0
194467,0.0,0.0,0.0,0.0,0.0,0.0
194565,0.0,0.0,0.0,0.0,0.0,0.0
194667,0.0,0.0,0.0,0.0,0.0,0.0
194766,0.0,0.0,0.0,0.0,0.0,0.0
194867,0.0,0.0,0.0,0.0,0.0,0.0
194966,0.0,0.0,0.0,0.0,0.0,0.0
195066,0.0,0.0,0.0,0.0,0.0,0.0
195166,0.0,0.0,0.0,0.0,0.0,0.0
195265,0.0,0.0,0.0,0.0,0.0,0.0
195366,0.0,0.0,0.0,0.0,0.0,0.0
195465,0.0,0.0,0.0,0.0,0.0,0.0
195565,0.0,0.0,0.0,0.0,0.0,0.0
195665,0.0,0.0,0.0,0.0,0.0,0.0
195765,0.0,0.0,0.0,0.0,0.0,0.0
195865,0.0,0.0,0.0,0.0,0.0,0.0
195965,0.0,0.0,0.0,0.0,0.0,0.0
196065,0.0,0.0,0.0,0.0,0.0,0.0
196165,0.0,0.0,0.0,0.0,0.0,0.0
196265,0.0,0.0,0.0,0.0,0.0,0.0
196365,0.0,0.0,0.0,0.0,0.0,0.0
196465,0.0,0.0,0.0,0.0,0.0,0.0
196565,0.0,0.0,0.0,0.0,0.0,0.0
196665,0.0,0.0,0.0,0.0,0.0,0.0
196765,0.0,0.0,0.0,0.0,0.0,0.0
196865,0.0,0.0,0.0,0.0,0.0,0.0
196965,0.0,0.0,0.0,0.0,0.0,0.0
197065,0.0,0.0,0.0,0.0,0.0,0.0
197165,0.0,0.0,0.0,0.0,0.0,0.0
197265,0.0,0.0,0.0,0.0,0.0,0.0
197365,0.0,0.0,0.0,0.0,0.0,0.0
197465,0.0,0.0,0.0,0.0,0.0,0.0
197565,0.0,0.0,0.0,0.0,0.0,0.0
197665,0.0,0.0,0.0,0.0,0.0,0.0
197765,0.0,0.0,0.0,0.0,0.0,0.0
197865,0.0,0.0,0.0,0.0,0.0,0.0
197965,0.0,0.0,0.0,0.0,0.0,0.0
198065,0.0,0.0,0.0,0.0,0.0,0.0
198165,0.0,0.0,0.0,0.0,0.0,0.0
198265,0.0,0.0,0.0,0.0,0.0,0.0
198365,0.0,0.0,0.0,0.0,0.0,0.0
198465,0.0,0.0,0.0,0.0,0.0,0.0
198565,0.0,0.0,0.0,0.0,0.0,0.0
198665,0.0,0.0,0.0,0.0,0.0,0.0
198765,0.0,0.0,0.0,0.0,0.0,0.0
198865,0.0,0.0,0.0,0.0,0.0,0.0
198965,0.0,0.0,0.0,0.0,0.0,0.0
199065,0.0,0.0,0.0,0.0,0.0,0.0
199165,0.0,0.0,0.0,0.0,0.0,0.0
199265,0.0,0.0,0.0,0.0,0.0,0.0
199365,0.0,0.0,0.0,0.0,0.0,0.0
199465,0.0,0.0,0.0,0.0,0.0,0.0
199565,0.0,0.0,0.0,0.0,0.0,0.0
199665,0.0,0.0,0.0,0.0,0.0,0.0
199765,0.0,0.0,0.0,0.0,0.0,0.0
199865,0.0,0.0,0.0,0.0,0.0,0.0
199965,0.0,0.0,0.0,0.0,0.0,0.0
200065,0.0,0.0,0.0,0.0,0.0,0.0
200165,0.0,0.0,0.0,0.0,0.0,0.0
200265,0.0,0.0,0.0,0.0,0.0,0.0
200365,0.0,0.0,0.0,0.0,0.0,0.0
200465,0.0,0.0,0.0,0.0,0.0,0.0
200565,0.0,0.0,0.0,0.0,0.0,0.0
200665,0.0,0.0,0.0,0.0,0.0,0.0
200765,0.0,0.0,0.0,0.0,0.0,0.0
200865,0.0,0.0,0.0,0.0,0.0,0.0
200965,0.0,0.0,0.0,0.0,0.0,0.0
201065,0.0,0.0,0.0,0.0,0.0,0.0
201165,0.0,0.0,0.0,0.0,0.0,0.0
201265,0.0,0.0,0.0,0.0,0.0,0.0
201365,0.0,0.0,0.0,0.0,0.0,0.0
201465,0.0,0.0,0.0,0.0,0.0,0.0
201565,0.0,0.0,0.0,0.0,0.0,0.0
201665,0.0,0.0,0.0,0.0,0.0,0.0
201765,0.0,0.0,0.0,0.0,0.0,0.0
201865,0.0,0.0,0.0,0.0,0.0,0.0
201965,0.0,0.0,0.0,0.0,0.0,0.0
202065,0.0,0.0,0.0,0.0,0.0,0.0
202165,0.0,0.0,0.0,0.0,0.0,0.0
202265,0.0,0.0,0.0,0.0,0.0,0.0
202365,0.0,0.0,0.0,0.0,0.0,0.0
202465,0.0,0.0,0.0,0.0,0.0,0.0
202565,0.0,0.0,0.0,0.0,0.0,0.0
202665,0.0,0.0,0.0,0.0,0.0,0.0
202765,0.0,0.0,0.0,0.0,0.0,0.0
202865,0.0,0.0,0.0,0.0,0.0,0.0
202965,0.0,0.0,0.0,0.0,0.0,0.0
203065,0.0,0.0,0.0,0.0,0.0,0.0
203165,0.0,0.0,0.0,0.0,0.0,0.0
203265,0.0,0.0,0.0,0.0,0.0,0.0
203365,0.0,0.0,0.0,0.0,0.0,0.0
203465,0.0,0.0,0.0,0.0,0.0,0.0
203565,0.0,0.0,0.0,0.0,0.0,0.0
