timestamp,posCtrlIndi.phi_tilde,posCtrlIndi.theta_tilde,posCtrlIndi.T_tilde,posCtrlIndi.T_inner,posCtrlIndi.T_inner_f,posCtrlIndi.T_incremented
193875,0.0,0.0,0.0,0.0,0.0,0.0
193977,0.0,0.0,0.0,0.0,0.0,0.0
194076,0.0,0.0,0.0,0.0,0.0,0.0
194176,0.0,0.0,0.0,0.0,0.0,0.0
194275,0.0,0.0,0.0,0.0,0.0,0.0
194376,0.0,0.0,0.0,0.0,0.0,0.0
194475,0.0,0.0,0.0,0.0,0.0,0.0
194575,0.0,0.0,0.0,0.0,0.0,0.0
194675,0.0,0.0,0.0,0.0,0.0,0.0
194775,0.0,0.0,0.0,0.0,0.0,0.0
194875,0.0,0.0,0.0,0.0,0.0,0.0
194975,0.0,0.0,0.0,0.0,0.0,0.0
195075,0.0,0.0,0.0,0.0,0.0,0.0
195175,0.0,0.0,0.0,0.0,0.0,0.0
195275,0.0,0.0,0.0,0.0,0.0,0.0
195375,0.0,0.0,0.0,0.0,0.0,0.0
195475,0.0,0.0,0.0,0.0,0.0,0.0
195575,0.0,0.0,0.0,0.0,0.0,0.0
195675,0.0,0.0,0.0,0.0,0.0,0.0
195775,0.0,0.0,0.0,0.0,0.0,0.0
195875,0.0,0.0,0.0,0.0,0.0,0.0
195975,0.0,0.0,0.0,0.0,0.0,0.0
196075,0.0,0.0,0.0,0.0,0.0,0.0
196175,0.0,0.0,0.0,0.0,0.0,0.0
196275,0.0,0.0,0.0,0.0,0.0,0.0
196375,0.0,0.0,0.0,0.0,0.0,0.0
196475,0.0,0.0,0.0,0.0,0.0,0.0
196575,0.0,0.0,0.0,0.0,0.0,0.0
196675,0.0,0.0,0.0,0.0,0.0,0.0
196775,0.0,0.0,0.0,0.0,0.0,0.0
196875,0.0,0.0,0.0,0.0,0.0,0.0
196975,0.0,0.0,0.0,0.0,0.0,0.0
197075,0.0,0.0,0.0,0.0,0.0,0.0
197175,0.0,0.0,0.0,0.0,0.0,0.0
197275,0.0,0.0,0.0,0.0,0.0,0.0
197375,0.0,0.0,0.0,0.0,0.0,0.0
197475,0.0,0.0,0.0,0.0,0.0,0.0
197575,0.0,0.0,0.0,0.0,0.0,0.0
197675,0.0,0.0,0.0,0.0,0.0,0.0
197775,0.0,0.0,0.0,0.0,0.0,0.0
197875,0.0,0.0,0.0,0.0,0.0,0.0
197975,0.0,0.0,0.0,0.0,0.0,0.0
198075,0.0,0.0,0.0,0.0,0.0,0.0
198175,0.0,0.0,0.0,0.0,0.0,0.0
198275,0.0,0.0,0.0,0.0,0.0,0.0
198375,0.0,0.0,0.0,0.0,0.0,0.0
198475,0.0,0.0,0.0,0.0,0.0,0.0
198575,0.0,0.0,0.0,0.0,0.0,0.0
198675,0.0,0.0,0.0,0.0,0.0,0.0
198775,0.0,0.0,0.0,0.0,0.0,0.0
198875,0.0,0.0,0.0,0.0,0.0,0.0
198975,0.0,0.0,0.0,0.0,0.0,0.0
199075,0.0,0.0,0.0,0.0,0.0,0.0
199175,0.0,0.0,0.0,0.0,0.0,0.0
199275,0.0,0.0,0.0,0.0,0.0,0.0
199375,0.0,0.0,0.0,0.0,0.0,0.0
199475,0.0,0.0,0.0,0.0,0.0,0.0
199576,0.0,0.0,0.0,0.0,0.0,0.0
199675,0.0,0.0,0.0,0.0,0.0,0.0
199776,0.0,0.0,0.0,0.0,0.0,0.0
199875,0.0,0.0,0.0,0.0,0.0,0.0
199975,0.0,0.0,0.0,0.0,0.0,0.0
200075,0.0,0.0,0.0,0.0,0.0,0.0
200175,0.0,0.0,0.0,0.0,0.0,0.0
200275,0.0,0.0,0.0,0.0,0.0,0.0
200375,0.0,0.0,0.0,0.0,0.0,0.0
200475,0.0,0.0,0.0,0.0,0.0,0.0
200575,0.0,0.0,0.0,0.0,0.0,0.0
200675,0.0,0.0,0.0,0.0,0.0,0.0
200775,0.0,0.0,0.0,0.0,0.0,0.0
200875,0.0,0.0,0.0,0.0,0.0,0.0
200975,0.0,0.0,0.0,0.0,0.0,0.0
201075,0.0,0.0,0.0,0.0,0.0,0.0
201175,0.0,0.0,0.0,0.0,0.0,0.0
201275,0.0,0.0,0.0,0.0,0.0,0.0
201375,0.0,0.0,0.0,0.0,0.0,0.0
201475,0.0,0.0,0.0,0.0,0.0,0.0
201575,0.0,0.0,0.0,0.0,0.0,0.0
201675,0.0,0.0,0.0,0.0,0.0,0.0
201775,0.0,0.0,0.0,0.0,0.0,0.0
201875,0.0,0.0,0.0,0.0,0.0,0.0
201975,0.0,0.0,0.0,0.0,0.0,0.0
202075,0.0,0.0,0.0,0.0,0.0,0.0
202175,0.0,0.0,0.0,0.0,0.0,0.0
202275,0.0,0.0,0.0,0.0,0.0,0.0
202375,0.0,0.0,0.0,0.0,0.0,0.0
202475,0.0,0.0,0.0,0.0,0.0,0.0
202575,0.0,0.0,0.0,0.0,0.0,0.0
202675,0.0,0.0,0.0,0.0,0.0,0.0
202775,0.0,0.0,0.0,0.0,0.0,0.0
202875,0.0,0.0,0.0,0.0,0.0,0.0
202975,0.0,0.0,0.0,0.0,0.0,0.0
203075,0.0,0.0,0.0,0.0,0.0,0.0
203175,0.0,0.0,0.0,0.0,0.0,0.0
203275,0.0,0.0,0.0,0.0,0.0,0.0
203375,0.0,0.0,0.0,0.0,0.0,0.0
203475,0.0,0.0,0.0,0.0,0.0,0.0
203575,0.0,0.0,0.0,0.0,0.0,0.0
