timestamp,posEstAlt.estimatedZ,posEstAlt.estVZ,posEstAlt.velocityZ
218816,0.0,0.0,0.0
218916,0.0,0.0,0.0
219016,0.0,0.0,0.0
219116,0.0,0.0,0.0
219216,0.0,0.0,0.0
219316,0.0,0.0,0.0
219416,0.0,0.0,0.0
219516,0.0,0.0,0.0
219616,0.0,0.0,0.0
219718,0.0,0.0,0.0
219818,0.0,0.0,0.0
219917,0.0,0.0,0.0
220017,0.0,0.0,0.0
220117,0.0,0.0,0.0
220217,0.0,0.0,0.0
220316,0.0,0.0,0.0
220416,0.0,0.0,0.0
220516,0.0,0.0,0.0
220616,0.0,0.0,0.0
220716,0.0,0.0,0.0
220816,0.0,0.0,0.0
220916,0.0,0.0,0.0
221016,0.0,0.0,0.0
221116,0.0,0.0,0.0
221216,0.0,0.0,0.0
221316,0.0,0.0,0.0
221416,0.0,0.0,0.0
221516,0.0,0.0,0.0
221616,0.0,0.0,0.0
221716,0.0,0.0,0.0
221816,0.0,0.0,0.0
221916,0.0,0.0,0.0
222016,0.0,0.0,0.0
222116,0.0,0.0,0.0
222216,0.0,0.0,0.0
222316,0.0,0.0,0.0
222416,0.0,0.0,0.0
222516,0.0,0.0,0.0
222616,0.0,0.0,0.0
222716,0.0,0.0,0.0
222816,0.0,0.0,0.0
222916,0.0,0.0,0.0
223016,0.0,0.0,0.0
223116,0.0,0.0,0.0
223216,0.0,0.0,0.0
223316,0.0,0.0,0.0
223416,0.0,0.0,0.0
223516,0.0,0.0,0.0
223616,0.0,0.0,0.0
223716,0.0,0.0,0.0
223816,0.0,0.0,0.0
223916,0.0,0.0,0.0
224016,0.0,0.0,0.0
224116,0.0,0.0,0.0
224216,0.0,0.0,0.0
224316,0.0,0.0,0.0
224416,0.0,0.0,0.0
224516,0.0,0.0,0.0
224616,0.0,0.0,0.0
224716,0.0,0.0,0.0
224816,0.0,0.0,0.0
224916,0.0,0.0,0.0
225016,0.0,0.0,0.0
225116,0.0,0.0,0.0
225216,0.0,0.0,0.0
225316,0.0,0.0,0.0
225416,0.0,0.0,0.0
225516,0.0,0.0,0.0
225616,0.0,0.0,0.0
225716,0.0,0.0,0.0
225816,0.0,0.0,0.0
225916,0.0,0.0,0.0
226016,0.0,0.0,0.0
226116,0.0,0.0,0.0
226216,0.0,0.0,0.0
226316,0.0,0.0,0.0
226416,0.0,0.0,0.0
226516,0.0,0.0,0.0
226616,0.0,0.0,0.0
226716,0.0,0.0,0.0
226816,0.0,0.0,0.0
226916,0.0,0.0,0.0
227016,0.0,0.0,0.0
227116,0.0,0.0,0.0
227216,0.0,0.0,0.0
227316,0.0,0.0,0.0
227416,0.0,0.0,0.0
227516,0.0,0.0,0.0
227616,0.0,0.0,0.0
227716,0.0,0.0,0.0
227816,0.0,0.0,0.0
227916,0.0,0.0,0.0
228016,0.0,0.0,0.0
228116,0.0,0.0,0.0
228216,0.0,0.0,0.0
228316,0.0,0.0,0.0
228416,0.0,0.0,0.0
228516,0.0,0.0,0.0
228616,0.0,0.0,0.0
228716,0.0,0.0,0.0
228816,0.0,0.0,0.0
228916,0.0,0.0,0.0
229016,0.0,0.0,0.0
229116,0.0,0.0,0.0
229218,0.0,0.0,0.0
229318,0.0,0.0,0.0
229416,0.0,0.0,0.0
229518,0.0,0.0,0.0
229618,0.0,0.0,0.0
229717,0.0,0.0,0.0
229817,0.0,0.0,0.0
229917,0.0,0.0,0.0
230017,0.0,0.0,0.0
230116,0.0,0.0,0.0
230217,0.0,0.0,0.0
230316,0.0,0.0,0.0
230416,0.0,0.0,0.0
230516,0.0,0.0,0.0
230616,0.0,0.0,0.0
230716,0.0,0.0,0.0
230816,0.0,0.0,0.0
230916,0.0,0.0,0.0
231016,0.0,0.0,0.0
231116,0.0,0.0,0.0
231216,0.0,0.0,0.0
231316,0.0,0.0,0.0
231416,0.0,0.0,0.0
231516,0.0,0.0,0.0
231616,0.0,0.0,0.0
231716,0.0,0.0,0.0
