timestamp,posCtrlIndi.accS_x,posCtrlIndi.accS_y,posCtrlIndi.accS_z,posCtrlIndi.accF_x,posCtrlIndi.accF_y,posCtrlIndi.accF_z
220210,0.0,0.0,0.0,0.0,0.0,0.0
220310,0.0,0.0,0.0,0.0,0.0,0.0
220410,0.0,0.0,0.0,0.0,0.0,0.0
220510,0.0,0.0,0.0,0.0,0.0,0.0
220610,0.0,0.0,0.0,0.0,0.0,0.0
220710,0.0,0.0,0.0,0.0,0.0,0.0
220810,0.0,0.0,0.0,0.0,0.0,0.0
220910,0.0,0.0,0.0,0.0,0.0,0.0
221010,0.0,0.0,0.0,0.0,0.0,0.0
221110,0.0,0.0,0.0,0.0,0.0,0.0
221210,0.0,0.0,0.0,0.0,0.0,0.0
221310,0.0,0.0,0.0,0.0,0.0,0.0
221410,0.0,0.0,0.0,0.0,0.0,0.0
221510,0.0,0.0,0.0,0.0,0.0,0.0
221610,0.0,0.0,0.0,0.0,0.0,0.0
221710,0.0,0.0,0.0,0.0,0.0,0.0
221810,0.0,0.0,0.0,0.0,0.0,0.0
221910,0.0,0.0,0.0,0.0,0.0,0.0
222010,0.0,0.0,0.0,0.0,0.0,0.0
222110,0.0,0.0,0.0,0.0,0.0,0.0
222213,0.0,0.0,0.0,0.0,0.0,0.0
222310,0.0,0.0,0.0,0.0,0.0,0.0
222411,0.0,0.0,0.0,0.0,0.0,0.0
222511,0.0,0.0,0.0,0.0,0.0,0.0
222611,0.0,0.0,0.0,0.0,0.0,0.0
222711,0.0,0.0,0.0,0.0,0.0,0.0
222811,0.0,0.0,0.0,0.0,0.0,0.0
222911,0.0,0.0,0.0,0.0,0.0,0.0
223011,0.0,0.0,0.0,0.0,0.0,0.0
223111,0.0,0.0,0.0,0.0,0.0,0.0
223210,0.0,0.0,0.0,0.0,0.0,0.0
223311,0.0,0.0,0.0,0.0,0.0,0.0
223410,0.0,0.0,0.0,0.0,0.0,0.0
223510,0.0,0.0,0.0,0.0,0.0,0.0
223610,0.0,0.0,0.0,0.0,0.0,0.0
223710,0.0,0.0,0.0,0.0,0.0,0.0
223810,0.0,0.0,0.0,0.0,0.0,0.0
223910,0.0,0.0,0.0,0.0,0.0,0.0
224010,0.0,0.0,0.0,0.0,0.0,0.0
224110,0.0,0.0,0.0,0.0,0.0,0.0
224210,0.0,0.0,0.0,0.0,0.0,0.0
224310,0.0,0.0,0.0,0.0,0.0,0.0
224413,0.0,0.0,0.0,0.0,0.0,0.0
224510,0.0,0.0,0.0,0.0,0.0,0.0
224612,0.0,0.0,0.0,0.0,0.0,0.0
224713,0.0,0.0,0.0,0.0,0.0,0.0
224810,0.0,0.0,0.0,0.0,0.0,0.0
224912,0.0,0.0,0.0,0.0,0.0,0.0
225011,0.0,0.0,0.0,0.0,0.0,0.0
225111,0.0,0.0,0.0,0.0,0.0,0.0
225211,0.0,0.0,0.0,0.0,0.0,0.0
225311,0.0,0.0,0.0,0.0,0.0,0.0
225411,0.0,0.0,0.0,0.0,0.0,0.0
225510,0.0,0.0,0.0,0.0,0.0,0.0
225610,0.0,0.0,0.0,0.0,0.0,0.0
225710,0.0,0.0,0.0,0.0,0.0,0.0
225811,0.0,0.0,0.0,0.0,0.0,0.0
225911,0.0,0.0,0.0,0.0,0.0,0.0
226010,0.0,0.0,0.0,0.0,0.0,0.0
226110,0.0,0.0,0.0,0.0,0.0,0.0
226210,0.0,0.0,0.0,0.0,0.0,0.0
226310,0.0,0.0,0.0,0.0,0.0,0.0
226410,0.0,0.0,0.0,0.0,0.0,0.0
226510,0.0,0.0,0.0,0.0,0.0,0.0
226610,0.0,0.0,0.0,0.0,0.0,0.0
226710,0.0,0.0,0.0,0.0,0.0,0.0
226810,0.0,0.0,0.0,0.0,0.0,0.0
226910,0.0,0.0,0.0,0.0,0.0,0.0
227010,0.0,0.0,0.0,0.0,0.0,0.0
227110,0.0,0.0,0.0,0.0,0.0,0.0
227210,0.0,0.0,0.0,0.0,0.0,0.0
227310,0.0,0.0,0.0,0.0,0.0,0.0
227410,0.0,0.0,0.0,0.0,0.0,0.0
227510,0.0,0.0,0.0,0.0,0.0,0.0
227610,0.0,0.0,0.0,0.0,0.0,0.0
227710,0.0,0.0,0.0,0.0,0.0,0.0
227810,0.0,0.0,0.0,0.0,0.0,0.0
227910,0.0,0.0,0.0,0.0,0.0,0.0
228010,0.0,0.0,0.0,0.0,0.0,0.0
228110,0.0,0.0,0.0,0.0,0.0,0.0
228210,0.0,0.0,0.0,0.0,0.0,0.0
228310,0.0,0.0,0.0,0.0,0.0,0.0
228410,0.0,0.0,0.0,0.0,0.0,0.0
228510,0.0,0.0,0.0,0.0,0.0,0.0
228610,0.0,0.0,0.0,0.0,0.0,0.0
228710,0.0,0.0,0.0,0.0,0.0,0.0
228810,0.0,0.0,0.0,0.0,0.0,0.0
228910,0.0,0.0,0.0,0.0,0.0,0.0
229010,0.0,0.0,0.0,0.0,0.0,0.0
229110,0.0,0.0,0.0,0.0,0.0,0.0
229210,0.0,0.0,0.0,0.0,0.0,0.0
229310,0.0,0.0,0.0,0.0,0.0,0.0
229410,0.0,0.0,0.0,0.0,0.0,0.0
229510,0.0,0.0,0.0,0.0,0.0,0.0
229610,0.0,0.0,0.0,0.0,0.0,0.0
229710,0.0,0.0,0.0,0.0,0.0,0.0
229810,0.0,0.0,0.0,0.0,0.0,0.0
229910,0.0,0.0,0.0,0.0,0.0,0.0
230010,0.0,0.0,0.0,0.0,0.0,0.0
230110,0.0,0.0,0.0,0.0,0.0,0.0
230210,0.0,0.0,0.0,0.0,0.0,0.0
230310,0.0,0.0,0.0,0.0,0.0,0.0
230410,0.0,0.0,0.0,0.0,0.0,0.0
230510,0.0,0.0,0.0,0.0,0.0,0.0
230610,0.0,0.0,0.0,0.0,0.0,0.0
230710,0.0,0.0,0.0,0.0,0.0,0.0
230810,0.0,0.0,0.0,0.0,0.0,0.0
230910,0.0,0.0,0.0,0.0,0.0,0.0
231010,0.0,0.0,0.0,0.0,0.0,0.0
231110,0.0,0.0,0.0,0.0,0.0,0.0
231210,0.0,0.0,0.0,0.0,0.0,0.0
231310,0.0,0.0,0.0,0.0,0.0,0.0
231410,0.0,0.0,0.0,0.0,0.0,0.0
231510,0.0,0.0,0.0,0.0,0.0,0.0
231610,0.0,0.0,0.0,0.0,0.0,0.0
231710,0.0,0.0,0.0,0.0,0.0,0.0
