timestamp,extrx.AltHold,extrx.Arm,extrx.thrust,extrx.roll,extrx.pitch,extrx.yawRate,extrx.zVel
159348,0,0,0.0,0.0,0.0,0.0,0.0
159448,0,0,0.0,0.0,0.0,0.0,0.0
159548,0,0,0.0,0.0,0.0,0.0,0.0
159647,0,0,0.0,0.0,0.0,0.0,0.0
159747,0,0,0.0,0.0,0.0,0.0,0.0
159847,0,0,0.0,0.0,0.0,0.0,0.0
159947,0,0,0.0,0.0,0.0,0.0,0.0
160047,0,0,0.0,0.0,0.0,0.0,0.0
160147,0,0,0.0,0.0,0.0,0.0,0.0
160247,0,0,0.0,0.0,0.0,0.0,0.0
160347,0,0,0.0,0.0,0.0,0.0,0.0
160447,0,0,0.0,0.0,0.0,0.0,0.0
160547,0,0,0.0,0.0,0.0,0.0,0.0
160647,0,0,0.0,0.0,0.0,0.0,0.0
160747,0,0,0.0,0.0,0.0,0.0,0.0
160847,0,0,0.0,0.0,0.0,0.0,0.0
160947,0,0,0.0,0.0,0.0,0.0,0.0
161047,0,0,0.0,0.0,0.0,0.0,0.0
161147,0,0,0.0,0.0,0.0,0.0,0.0
161247,0,0,0.0,0.0,0.0,0.0,0.0
161347,0,0,0.0,0.0,0.0,0.0,0.0
161447,0,0,0.0,0.0,0.0,0.0,0.0
161547,0,0,0.0,0.0,0.0,0.0,0.0
161647,0,0,0.0,0.0,0.0,0.0,0.0
161747,0,0,0.0,0.0,0.0,0.0,0.0
161847,0,0,0.0,0.0,0.0,0.0,0.0
161947,0,0,0.0,0.0,0.0,0.0,0.0
162047,0,0,0.0,0.0,0.0,0.0,0.0
162147,0,0,0.0,0.0,0.0,0.0,0.0
162247,0,0,0.0,0.0,0.0,0.0,0.0
162347,0,0,0.0,0.0,0.0,0.0,0.0
162447,0,0,0.0,0.0,0.0,0.0,0.0
162547,0,0,0.0,0.0,0.0,0.0,0.0
162647,0,0,0.0,0.0,0.0,0.0,0.0
162747,0,0,0.0,0.0,0.0,0.0,0.0
162847,0,0,0.0,0.0,0.0,0.0,0.0
162947,0,0,0.0,0.0,0.0,0.0,0.0
163047,0,0,0.0,0.0,0.0,0.0,0.0
163147,0,0,0.0,0.0,0.0,0.0,0.0
163247,0,0,0.0,0.0,0.0,0.0,0.0
163347,0,0,0.0,0.0,0.0,0.0,0.0
163447,0,0,0.0,0.0,0.0,0.0,0.0
163547,0,0,0.0,0.0,0.0,0.0,0.0
163647,0,0,0.0,0.0,0.0,0.0,0.0
163747,0,0,0.0,0.0,0.0,0.0,0.0
163847,0,0,0.0,0.0,0.0,0.0,0.0
163947,0,0,0.0,0.0,0.0,0.0,0.0
164050,0,0,0.0,0.0,0.0,0.0,0.0
164147,0,0,0.0,0.0,0.0,0.0,0.0
164249,0,0,0.0,0.0,0.0,0.0,0.0
164347,0,0,0.0,0.0,0.0,0.0,0.0
164449,0,0,0.0,0.0,0.0,0.0,0.0
164549,0,0,0.0,0.0,0.0,0.0,0.0
164648,0,0,0.0,0.0,0.0,0.0,0.0
164748,0,0,0.0,0.0,0.0,0.0,0.0
164848,0,0,0.0,0.0,0.0,0.0,0.0
164947,0,0,0.0,0.0,0.0,0.0,0.0
165047,0,0,0.0,0.0,0.0,0.0,0.0
165147,0,0,0.0,0.0,0.0,0.0,0.0
165247,0,0,0.0,0.0,0.0,0.0,0.0
165347,0,0,0.0,0.0,0.0,0.0,0.0
165447,0,0,0.0,0.0,0.0,0.0,0.0
165547,0,0,0.0,0.0,0.0,0.0,0.0
165647,0,0,0.0,0.0,0.0,0.0,0.0
165747,0,0,0.0,0.0,0.0,0.0,0.0
165847,0,0,0.0,0.0,0.0,0.0,0.0
165947,0,0,0.0,0.0,0.0,0.0,0.0
166047,0,0,0.0,0.0,0.0,0.0,0.0
166147,0,0,0.0,0.0,0.0,0.0,0.0
166247,0,0,0.0,0.0,0.0,0.0,0.0
166347,0,0,0.0,0.0,0.0,0.0,0.0
166447,0,0,0.0,0.0,0.0,0.0,0.0
166547,0,0,0.0,0.0,0.0,0.0,0.0
166648,0,0,0.0,0.0,0.0,0.0,0.0
166749,0,0,0.0,0.0,0.0,0.0,0.0
166847,0,0,0.0,0.0,0.0,0.0,0.0
166947,0,0,0.0,0.0,0.0,0.0,0.0
167047,0,0,0.0,0.0,0.0,0.0,0.0
167147,0,0,0.0,0.0,0.0,0.0,0.0
167247,0,0,0.0,0.0,0.0,0.0,0.0
167347,0,0,0.0,0.0,0.0,0.0,0.0
167447,0,0,0.0,0.0,0.0,0.0,0.0
167547,0,0,0.0,0.0,0.0,0.0,0.0
167647,0,0,0.0,0.0,0.0,0.0,0.0
167747,0,0,0.0,0.0,0.0,0.0,0.0
167847,0,0,0.0,0.0,0.0,0.0,0.0
167947,0,0,0.0,0.0,0.0,0.0,0.0
168047,0,0,0.0,0.0,0.0,0.0,0.0
168147,0,0,0.0,0.0,0.0,0.0,0.0
168247,0,0,0.0,0.0,0.0,0.0,0.0
168347,0,0,0.0,0.0,0.0,0.0,0.0
168447,0,0,0.0,0.0,0.0,0.0,0.0
168547,0,0,0.0,0.0,0.0,0.0,0.0
168647,0,0,0.0,0.0,0.0,0.0,0.0
168747,0,0,0.0,0.0,0.0,0.0,0.0
168847,0,0,0.0,0.0,0.0,0.0,0.0
168947,0,0,0.0,0.0,0.0,0.0,0.0
169047,0,0,0.0,0.0,0.0,0.0,0.0
169147,0,0,0.0,0.0,0.0,0.0,0.0
169247,0,0,0.0,0.0,0.0,0.0,0.0
169347,0,0,0.0,0.0,0.0,0.0,0.0
169447,0,0,0.0,0.0,0.0,0.0,0.0
169547,0,0,0.0,0.0,0.0,0.0,0.0
169647,0,0,0.0,0.0,0.0,0.0,0.0
169747,0,0,0.0,0.0,0.0,0.0,0.0
169847,0,0,0.0,0.0,0.0,0.0,0.0
169947,0,0,0.0,0.0,0.0,0.0,0.0
170047,0,0,0.0,0.0,0.0,0.0,0.0
170147,0,0,0.0,0.0,0.0,0.0,0.0
170247,0,0,0.0,0.0,0.0,0.0,0.0
170347,0,0,0.0,0.0,0.0,0.0,0.0
170447,0,0,0.0,0.0,0.0,0.0,0.0
170547,0,0,0.0,0.0,0.0,0.0,0.0
170647,0,0,0.0,0.0,0.0,0.0,0.0
170747,0,0,0.0,0.0,0.0,0.0,0.0
170847,0,0,0.0,0.0,0.0,0.0,0.0
170947,0,0,0.0,0.0,0.0,0.0,0.0
171047,0,0,0.0,0.0,0.0,0.0,0.0
171147,0,0,0.0,0.0,0.0,0.0,0.0
171247,0,0,0.0,0.0,0.0,0.0,0.0
171347,0,0,0.0,0.0,0.0,0.0,0.0
171447,0,0,0.0,0.0,0.0,0.0,0.0
171547,0,0,0.0,0.0,0.0,0.0,0.0
171647,0,0,0.0,0.0,0.0,0.0,0.0
171747,0,0,0.0,0.0,0.0,0.0,0.0
171847,0,0,0.0,0.0,0.0,0.0,0.0
171947,0,0,0.0,0.0,0.0,0.0,0.0
172047,0,0,0.0,0.0,0.0,0.0,0.0
172147,0,0,0.0,0.0,0.0,0.0,0.0
172247,0,0,0.0,0.0,0.0,0.0,0.0
172347,0,0,0.0,0.0,0.0,0.0,0.0
172447,0,0,0.0,0.0,0.0,0.0,0.0
172547,0,0,0.0,0.0,0.0,0.0,0.0
172647,0,0,0.0,0.0,0.0,0.0,0.0
172747,0,0,0.0,0.0,0.0,0.0,0.0
172847,0,0,0.0,0.0,0.0,0.0,0.0
172947,0,0,0.0,0.0,0.0,0.0,0.0
173047,0,0,0.0,0.0,0.0,0.0,0.0
173147,0,0,0.0,0.0,0.0,0.0,0.0
173247,0,0,0.0,0.0,0.0,0.0,0.0
173347,0,0,0.0,0.0,0.0,0.0,0.0
173447,0,0,0.0,0.0,0.0,0.0,0.0
173547,0,0,0.0,0.0,0.0,0.0,0.0
173649,0,0,0.0,0.0,0.0,0.0,0.0
173747,0,0,0.0,0.0,0.0,0.0,0.0
173849,0,0,0.0,0.0,0.0,0.0,0.0
173948,0,0,0.0,0.0,0.0,0.0,0.0
174048,0,0,0.0,0.0,0.0,0.0,0.0
174148,0,0,0.0,0.0,0.0,0.0,0.0
174248,0,0,0.0,0.0,0.0,0.0,0.0
174348,0,0,0.0,0.0,0.0,0.0,0.0
174448,0,0,0.0,0.0,0.0,0.0,0.0
174548,0,0,0.0,0.0,0.0,0.0,0.0
174648,0,0,0.0,0.0,0.0,0.0,0.0
174748,0,0,0.0,0.0,0.0,0.0,0.0
174847,0,0,0.0,0.0,0.0,0.0,0.0
174947,0,0,0.0,0.0,0.0,0.0,0.0
175047,0,0,0.0,0.0,0.0,0.0,0.0
175147,0,0,0.0,0.0,0.0,0.0,0.0
175247,0,0,0.0,0.0,0.0,0.0,0.0
175347,0,0,0.0,0.0,0.0,0.0,0.0
175447,0,0,0.0,0.0,0.0,0.0,0.0
