timestamp,posCtrlIndi.accFT_x,posCtrlIndi.accFT_y,posCtrlIndi.accFT_z,posCtrlIndi.accErr_x,posCtrlIndi.accErr_y,posCtrlIndi.accErr_z
213711,0.0,0.0,0.0,0.0,0.0,0.0
213811,0.0,0.0,0.0,0.0,0.0,0.0
213911,0.0,0.0,0.0,0.0,0.0,0.0
214011,0.0,0.0,0.0,0.0,0.0,0.0
214111,0.0,0.0,0.0,0.0,0.0,0.0
214211,0.0,0.0,0.0,0.0,0.0,0.0
214311,0.0,0.0,0.0,0.0,0.0,0.0
214411,0.0,0.0,0.0,0.0,0.0,0.0
214511,0.0,0.0,0.0,0.0,0.0,0.0
214611,0.0,0.0,0.0,0.0,0.0,0.0
214711,0.0,0.0,0.0,0.0,0.0,0.0
214811,0.0,0.0,0.0,0.0,0.0,0.0
214911,0.0,0.0,0.0,0.0,0.0,0.0
215011,0.0,0.0,0.0,0.0,0.0,0.0
215111,0.0,0.0,0.0,0.0,0.0,0.0
215211,0.0,0.0,0.0,0.0,0.0,0.0
215311,0.0,0.0,0.0,0.0,0.0,0.0
215411,0.0,0.0,0.0,0.0,0.0,0.0
215511,0.0,0.0,0.0,0.0,0.0,0.0
215611,0.0,0.0,0.0,0.0,0.0,0.0
215711,0.0,0.0,0.0,0.0,0.0,0.0
215811,0.0,0.0,0.0,0.0,0.0,0.0
215911,0.0,0.0,0.0,0.0,0.0,0.0
216011,0.0,0.0,0.0,0.0,0.0,0.0
216114,0.0,0.0,0.0,0.0,0.0,0.0
216214,0.0,0.0,0.0,0.0,0.0,0.0
216314,0.0,0.0,0.0,0.0,0.0,0.0
216414,0.0,0.0,0.0,0.0,0.0,0.0
216511,0.0,0.0,0.0,0.0,0.0,0.0
216611,0.0,0.0,0.0,0.0,0.0,0.0
216711,0.0,0.0,0.0,0.0,0.0,0.0
216811,0.0,0.0,0.0,0.0,0.0,0.0
216911,0.0,0.0,0.0,0.0,0.0,0.0
217011,0.0,0.0,0.0,0.0,0.0,0.0
217113,0.0,0.0,0.0,0.0,0.0,0.0
217211,0.0,0.0,0.0,0.0,0.0,0.0
217313,0.0,0.0,0.0,0.0,0.0,0.0
217413,0.0,0.0,0.0,0.0,0.0,0.0
217511,0.0,0.0,0.0,0.0,0.0,0.0
217611,0.0,0.0,0.0,0.0,0.0,0.0
217711,0.0,0.0,0.0,0.0,0.0,0.0
217811,0.0,0.0,0.0,0.0,0.0,0.0
217911,0.0,0.0,0.0,0.0,0.0,0.0
218011,0.0,0.0,0.0,0.0,0.0,0.0
218111,0.0,0.0,0.0,0.0,0.0,0.0
218211,0.0,0.0,0.0,0.0,0.0,0.0
218311,0.0,0.0,0.0,0.0,0.0,0.0
218411,0.0,0.0,0.0,0.0,0.0,0.0
218511,0.0,0.0,0.0,0.0,0.0,0.0
218611,0.0,0.0,0.0,0.0,0.0,0.0
218711,0.0,0.0,0.0,0.0,0.0,0.0
218811,0.0,0.0,0.0,0.0,0.0,0.0
218911,0.0,0.0,0.0,0.0,0.0,0.0
219011,0.0,0.0,0.0,0.0,0.0,0.0
219111,0.0,0.0,0.0,0.0,0.0,0.0
219211,0.0,0.0,0.0,0.0,0.0,0.0
219311,0.0,0.0,0.0,0.0,0.0,0.0
219411,0.0,0.0,0.0,0.0,0.0,0.0
219511,0.0,0.0,0.0,0.0,0.0,0.0
219611,0.0,0.0,0.0,0.0,0.0,0.0
219711,0.0,0.0,0.0,0.0,0.0,0.0
219811,0.0,0.0,0.0,0.0,0.0,0.0
219911,0.0,0.0,0.0,0.0,0.0,0.0
220011,0.0,0.0,0.0,0.0,0.0,0.0
220111,0.0,0.0,0.0,0.0,0.0,0.0
220211,0.0,0.0,0.0,0.0,0.0,0.0
220311,0.0,0.0,0.0,0.0,0.0,0.0
220411,0.0,0.0,0.0,0.0,0.0,0.0
220511,0.0,0.0,0.0,0.0,0.0,0.0
220611,0.0,0.0,0.0,0.0,0.0,0.0
220711,0.0,0.0,0.0,0.0,0.0,0.0
220811,0.0,0.0,0.0,0.0,0.0,0.0
220911,0.0,0.0,0.0,0.0,0.0,0.0
221011,0.0,0.0,0.0,0.0,0.0,0.0
221111,0.0,0.0,0.0,0.0,0.0,0.0
221211,0.0,0.0,0.0,0.0,0.0,0.0
221311,0.0,0.0,0.0,0.0,0.0,0.0
221411,0.0,0.0,0.0,0.0,0.0,0.0
221511,0.0,0.0,0.0,0.0,0.0,0.0
221611,0.0,0.0,0.0,0.0,0.0,0.0
221711,0.0,0.0,0.0,0.0,0.0,0.0
221813,0.0,0.0,0.0,0.0,0.0,0.0
221913,0.0,0.0,0.0,0.0,0.0,0.0
222013,0.0,0.0,0.0,0.0,0.0,0.0
222111,0.0,0.0,0.0,0.0,0.0,0.0
222213,0.0,0.0,0.0,0.0,0.0,0.0
222313,0.0,0.0,0.0,0.0,0.0,0.0
222411,0.0,0.0,0.0,0.0,0.0,0.0
222511,0.0,0.0,0.0,0.0,0.0,0.0
222611,0.0,0.0,0.0,0.0,0.0,0.0
222711,0.0,0.0,0.0,0.0,0.0,0.0
222811,0.0,0.0,0.0,0.0,0.0,0.0
222911,0.0,0.0,0.0,0.0,0.0,0.0
223011,0.0,0.0,0.0,0.0,0.0,0.0
223111,0.0,0.0,0.0,0.0,0.0,0.0
223211,0.0,0.0,0.0,0.0,0.0,0.0
223311,0.0,0.0,0.0,0.0,0.0,0.0
223411,0.0,0.0,0.0,0.0,0.0,0.0
223511,0.0,0.0,0.0,0.0,0.0,0.0
223611,0.0,0.0,0.0,0.0,0.0,0.0
223711,0.0,0.0,0.0,0.0,0.0,0.0
223811,0.0,0.0,0.0,0.0,0.0,0.0
223911,0.0,0.0,0.0,0.0,0.0,0.0
224013,0.0,0.0,0.0,0.0,0.0,0.0
224114,0.0,0.0,0.0,0.0,0.0,0.0
224211,0.0,0.0,0.0,0.0,0.0,0.0
224311,0.0,0.0,0.0,0.0,0.0,0.0
224413,0.0,0.0,0.0,0.0,0.0,0.0
224513,0.0,0.0,0.0,0.0,0.0,0.0
224612,0.0,0.0,0.0,0.0,0.0,0.0
224713,0.0,0.0,0.0,0.0,0.0,0.0
224811,0.0,0.0,0.0,0.0,0.0,0.0
224912,0.0,0.0,0.0,0.0,0.0,0.0
225011,0.0,0.0,0.0,0.0,0.0,0.0
225111,0.0,0.0,0.0,0.0,0.0,0.0
225211,0.0,0.0,0.0,0.0,0.0,0.0
225311,0.0,0.0,0.0,0.0,0.0,0.0
225411,0.0,0.0,0.0,0.0,0.0,0.0
225511,0.0,0.0,0.0,0.0,0.0,0.0
225611,0.0,0.0,0.0,0.0,0.0,0.0
225711,0.0,0.0,0.0,0.0,0.0,0.0
225811,0.0,0.0,0.0,0.0,0.0,0.0
225911,0.0,0.0,0.0,0.0,0.0,0.0
226011,0.0,0.0,0.0,0.0,0.0,0.0
226111,0.0,0.0,0.0,0.0,0.0,0.0
226211,0.0,0.0,0.0,0.0,0.0,0.0
226311,0.0,0.0,0.0,0.0,0.0,0.0
226411,0.0,0.0,0.0,0.0,0.0,0.0
226511,0.0,0.0,0.0,0.0,0.0,0.0
226611,0.0,0.0,0.0,0.0,0.0,0.0
226711,0.0,0.0,0.0,0.0,0.0,0.0
226811,0.0,0.0,0.0,0.0,0.0,0.0
226911,0.0,0.0,0.0,0.0,0.0,0.0
227011,0.0,0.0,0.0,0.0,0.0,0.0
227111,0.0,0.0,0.0,0.0,0.0,0.0
227211,0.0,0.0,0.0,0.0,0.0,0.0
227311,0.0,0.0,0.0,0.0,0.0,0.0
227411,0.0,0.0,0.0,0.0,0.0,0.0
227511,0.0,0.0,0.0,0.0,0.0,0.0
227611,0.0,0.0,0.0,0.0,0.0,0.0
227711,0.0,0.0,0.0,0.0,0.0,0.0
227811,0.0,0.0,0.0,0.0,0.0,0.0
227911,0.0,0.0,0.0,0.0,0.0,0.0
228011,0.0,0.0,0.0,0.0,0.0,0.0
228111,0.0,0.0,0.0,0.0,0.0,0.0
228211,0.0,0.0,0.0,0.0,0.0,0.0
228311,0.0,0.0,0.0,0.0,0.0,0.0
228411,0.0,0.0,0.0,0.0,0.0,0.0
228511,0.0,0.0,0.0,0.0,0.0,0.0
228611,0.0,0.0,0.0,0.0,0.0,0.0
228711,0.0,0.0,0.0,0.0,0.0,0.0
228811,0.0,0.0,0.0,0.0,0.0,0.0
228911,0.0,0.0,0.0,0.0,0.0,0.0
229011,0.0,0.0,0.0,0.0,0.0,0.0
229111,0.0,0.0,0.0,0.0,0.0,0.0
229211,0.0,0.0,0.0,0.0,0.0,0.0
229311,0.0,0.0,0.0,0.0,0.0,0.0
229411,0.0,0.0,0.0,0.0,0.0,0.0
229511,0.0,0.0,0.0,0.0,0.0,0.0
229611,0.0,0.0,0.0,0.0,0.0,0.0
229711,0.0,0.0,0.0,0.0,0.0,0.0
229811,0.0,0.0,0.0,0.0,0.0,0.0
229911,0.0,0.0,0.0,0.0,0.0,0.0
230011,0.0,0.0,0.0,0.0,0.0,0.0
230111,0.0,0.0,0.0,0.0,0.0,0.0
230211,0.0,0.0,0.0,0.0,0.0,0.0
230311,0.0,0.0,0.0,0.0,0.0,0.0
230411,0.0,0.0,0.0,0.0,0.0,0.0
230511,0.0,0.0,0.0,0.0,0.0,0.0
230611,0.0,0.0,0.0,0.0,0.0,0.0
230711,0.0,0.0,0.0,0.0,0.0,0.0
230811,0.0,0.0,0.0,0.0,0.0,0.0
230911,0.0,0.0,0.0,0.0,0.0,0.0
231011,0.0,0.0,0.0,0.0,0.0,0.0
231111,0.0,0.0,0.0,0.0,0.0,0.0
231211,0.0,0.0,0.0,0.0,0.0,0.0
231311,0.0,0.0,0.0,0.0,0.0,0.0
231411,0.0,0.0,0.0,0.0,0.0,0.0
231511,0.0,0.0,0.0,0.0,0.0,0.0
231614,0.0,0.0,0.0,0.0,0.0,0.0
231711,0.0,0.0,0.0,0.0,0.0,0.0
