timestamp,oa.front,oa.back,oa.up,oa.left,oa.right
198180,0,0,0,0,0
198280,0,0,0,0,0
198380,0,0,0,0,0
198480,0,0,0,0,0
198580,0,0,0,0,0
198680,0,0,0,0,0
198780,0,0,0,0,0
198880,0,0,0,0,0
198980,0,0,0,0,0
199080,0,0,0,0,0
199180,0,0,0,0,0
199280,0,0,0,0,0
199380,0,0,0,0,0
199480,0,0,0,0,0
199580,0,0,0,0,0
199680,0,0,0,0,0
199780,0,0,0,0,0
199880,0,0,0,0,0
199980,0,0,0,0,0
200080,0,0,0,0,0
200180,0,0,0,0,0
200280,0,0,0,0,0
200380,0,0,0,0,0
200480,0,0,0,0,0
200580,0,0,0,0,0
200680,0,0,0,0,0
200780,0,0,0,0,0
200880,0,0,0,0,0
200980,0,0,0,0,0
201080,0,0,0,0,0
201180,0,0,0,0,0
201280,0,0,0,0,0
201380,0,0,0,0,0
201480,0,0,0,0,0
201583,0,0,0,0,0
201680,0,0,0,0,0
201783,0,0,0,0,0
201883,0,0,0,0,0
201982,0,0,0,0,0
202082,0,0,0,0,0
202183,0,0,0,0,0
202283,0,0,0,0,0
202383,0,0,0,0,0
202481,0,0,0,0,0
202581,0,0,0,0,0
202681,0,0,0,0,0
202781,0,0,0,0,0
202881,0,0,0,0,0
202981,0,0,0,0,0
203080,0,0,0,0,0
203180,0,0,0,0,0
203280,0,0,0,0,0
203380,0,0,0,0,0
203480,0,0,0,0,0
203580,0,0,0,0,0
203680,0,0,0,0,0
203780,0,0,0,0,0
203880,0,0,0,0,0
203980,0,0,0,0,0
204080,0,0,0,0,0
204180,0,0,0,0,0
204280,0,0,0,0,0
204380,0,0,0,0,0
204480,0,0,0,0,0
204580,0,0,0,0,0
204680,0,0,0,0,0
204780,0,0,0,0,0
204880,0,0,0,0,0
