timestamp,extrx_raw.ch0,extrx_raw.ch1,extrx_raw.ch2,extrx_raw.ch3,extrx_raw.ch4,extrx_raw.ch5,extrx_raw.ch6,extrx_raw.ch7
164250,0,0,0,0,0,0,0,0
164350,0,0,0,0,0,0,0,0
164450,0,0,0,0,0,0,0,0
164550,0,0,0,0,0,0,0,0
164650,0,0,0,0,0,0,0,0
164750,0,0,0,0,0,0,0,0
164850,0,0,0,0,0,0,0,0
164950,0,0,0,0,0,0,0,0
165050,0,0,0,0,0,0,0,0
165150,0,0,0,0,0,0,0,0
165250,0,0,0,0,0,0,0,0
165350,0,0,0,0,0,0,0,0
165450,0,0,0,0,0,0,0,0
165550,0,0,0,0,0,0,0,0
165650,0,0,0,0,0,0,0,0
165750,0,0,0,0,0,0,0,0
165850,0,0,0,0,0,0,0,0
165950,0,0,0,0,0,0,0,0
166050,0,0,0,0,0,0,0,0
166150,0,0,0,0,0,0,0,0
166250,0,0,0,0,0,0,0,0
166350,0,0,0,0,0,0,0,0
166450,0,0,0,0,0,0,0,0
166550,0,0,0,0,0,0,0,0
166650,0,0,0,0,0,0,0,0
166750,0,0,0,0,0,0,0,0
166850,0,0,0,0,0,0,0,0
166950,0,0,0,0,0,0,0,0
167050,0,0,0,0,0,0,0,0
167150,0,0,0,0,0,0,0,0
167250,0,0,0,0,0,0,0,0
167350,0,0,0,0,0,0,0,0
167450,0,0,0,0,0,0,0,0
167550,0,0,0,0,0,0,0,0
167650,0,0,0,0,0,0,0,0
167750,0,0,0,0,0,0,0,0
167850,0,0,0,0,0,0,0,0
167950,0,0,0,0,0,0,0,0
168050,0,0,0,0,0,0,0,0
168150,0,0,0,0,0,0,0,0
168250,0,0,0,0,0,0,0,0
168350,0,0,0,0,0,0,0,0
168450,0,0,0,0,0,0,0,0
168550,0,0,0,0,0,0,0,0
168650,0,0,0,0,0,0,0,0
168750,0,0,0,0,0,0,0,0
168850,0,0,0,0,0,0,0,0
168950,0,0,0,0,0,0,0,0
169050,0,0,0,0,0,0,0,0
169150,0,0,0,0,0,0,0,0
169250,0,0,0,0,0,0,0,0
169350,0,0,0,0,0,0,0,0
169450,0,0,0,0,0,0,0,0
169550,0,0,0,0,0,0,0,0
169650,0,0,0,0,0,0,0,0
169750,0,0,0,0,0,0,0,0
169850,0,0,0,0,0,0,0,0
169950,0,0,0,0,0,0,0,0
170050,0,0,0,0,0,0,0,0
170150,0,0,0,0,0,0,0,0
170250,0,0,0,0,0,0,0,0
170350,0,0,0,0,0,0,0,0
170450,0,0,0,0,0,0,0,0
170550,0,0,0,0,0,0,0,0
170650,0,0,0,0,0,0,0,0
170750,0,0,0,0,0,0,0,0
170850,0,0,0,0,0,0,0,0
170950,0,0,0,0,0,0,0,0
171050,0,0,0,0,0,0,0,0
171150,0,0,0,0,0,0,0,0
171250,0,0,0,0,0,0,0,0
171350,0,0,0,0,0,0,0,0
171450,0,0,0,0,0,0,0,0
171550,0,0,0,0,0,0,0,0
171653,0,0,0,0,0,0,0,0
171750,0,0,0,0,0,0,0,0
171852,0,0,0,0,0,0,0,0
171952,0,0,0,0,0,0,0,0
172051,0,0,0,0,0,0,0,0
172153,0,0,0,0,0,0,0,0
172253,0,0,0,0,0,0,0,0
172351,0,0,0,0,0,0,0,0
172451,0,0,0,0,0,0,0,0
172551,0,0,0,0,0,0,0,0
172651,0,0,0,0,0,0,0,0
172751,0,0,0,0,0,0,0,0
172851,0,0,0,0,0,0,0,0
172951,0,0,0,0,0,0,0,0
173051,0,0,0,0,0,0,0,0
173151,0,0,0,0,0,0,0,0
173250,0,0,0,0,0,0,0,0
173350,0,0,0,0,0,0,0,0
173450,0,0,0,0,0,0,0,0
173550,0,0,0,0,0,0,0,0
173650,0,0,0,0,0,0,0,0
173750,0,0,0,0,0,0,0,0
173850,0,0,0,0,0,0,0,0
173950,0,0,0,0,0,0,0,0
174050,0,0,0,0,0,0,0,0
174150,0,0,0,0,0,0,0,0
174250,0,0,0,0,0,0,0,0
174350,0,0,0,0,0,0,0,0
174450,0,0,0,0,0,0,0,0
174550,0,0,0,0,0,0,0,0
174650,0,0,0,0,0,0,0,0
174750,0,0,0,0,0,0,0,0
174850,0,0,0,0,0,0,0,0
174950,0,0,0,0,0,0,0,0
175050,0,0,0,0,0,0,0,0
175150,0,0,0,0,0,0,0,0
175250,0,0,0,0,0,0,0,0
175350,0,0,0,0,0,0,0,0
175450,0,0,0,0,0,0,0,0
