timestamp,health.motorVarXM4,health.motorVarYM4,health.motorPass,health.batterySag,health.batteryPass,health.motorTestCount
164166,0.0,0.0,0,0.0,0,0
164266,0.0,0.0,0,0.0,0,0
164366,0.0,0.0,0,0.0,0,0
164469,0.0,0.0,0,0.0,0,0
164569,0.0,0.0,0,0.0,0,0
164668,0.0,0.0,0,0.0,0,0
164768,0.0,0.0,0,0.0,0,0
164868,0.0,0.0,0,0.0,0,0
164968,0.0,0.0,0,0.0,0,0
165067,0.0,0.0,0,0.0,0,0
165167,0.0,0.0,0,0.0,0,0
165267,0.0,0.0,0,0.0,0,0
165367,0.0,0.0,0,0.0,0,0
165467,0.0,0.0,0,0.0,0,0
165567,0.0,0.0,0,0.0,0,0
165666,0.0,0.0,0,0.0,0,0
165766,0.0,0.0,0,0.0,0,0
165866,0.0,0.0,0,0.0,0,0
165966,0.0,0.0,0,0.0,0,0
166066,0.0,0.0,0,0.0,0,0
166166,0.0,0.0,0,0.0,0,0
166266,0.0,0.0,0,0.0,0,0
166366,0.0,0.0,0,0.0,0,0
166466,0.0,0.0,0,0.0,0,0
166566,0.0,0.0,0,0.0,0,0
166668,0.0,0.0,0,0.0,0,0
166768,0.0,0.0,0,0.0,0,0
166866,0.0,0.0,0,0.0,0,0
166966,0.0,0.0,0,0.0,0,0
167067,0.0,0.0,0,0.0,0,0
167166,0.0,0.0,0,0.0,0,0
167266,0.0,0.0,0,0.0,0,0
167366,0.0,0.0,0,0.0,0,0
167466,0.0,0.0,0,0.0,0,0
167566,0.0,0.0,0,0.0,0,0
167666,0.0,0.0,0,0.0,0,0
167766,0.0,0.0,0,0.0,0,0
167867,0.0,0.0,0,0.0,0,0
167966,0.0,0.0,0,0.0,0,0
168066,0.0,0.0,0,0.0,0,0
168166,0.0,0.0,0,0.0,0,0
168266,0.0,0.0,0,0.0,0,0
168366,0.0,0.0,0,0.0,0,0
168466,0.0,0.0,0,0.0,0,0
168566,0.0,0.0,0,0.0,0,0
168666,0.0,0.0,0,0.0,0,0
168766,0.0,0.0,0,0.0,0,0
168866,0.0,0.0,0,0.0,0,0
168966,0.0,0.0,0,0.0,0,0
169066,0.0,0.0,0,0.0,0,0
169166,0.0,0.0,0,0.0,0,0
169266,0.0,0.0,0,0.0,0,0
169366,0.0,0.0,0,0.0,0,0
169466,0.0,0.0,0,0.0,0,0
169566,0.0,0.0,0,0.0,0,0
169666,0.0,0.0,0,0.0,0,0
169766,0.0,0.0,0,0.0,0,0
169866,0.0,0.0,0,0.0,0,0
169966,0.0,0.0,0,0.0,0,0
170066,0.0,0.0,0,0.0,0,0
170166,0.0,0.0,0,0.0,0,0
170266,0.0,0.0,0,0.0,0,0
170366,0.0,0.0,0,0.0,0,0
170466,0.0,0.0,0,0.0,0,0
170566,0.0,0.0,0,0.0,0,0
170666,0.0,0.0,0,0.0,0,0
170766,0.0,0.0,0,0.0,0,0
170866,0.0,0.0,0,0.0,0,0
170966,0.0,0.0,0,0.0,0,0
171066,0.0,0.0,0,0.0,0,0
171166,0.0,0.0,0,0.0,0,0
171266,0.0,0.0,0,0.0,0,0
171366,0.0,0.0,0,0.0,0,0
171466,0.0,0.0,0,0.0,0,0
171566,0.0,0.0,0,0.0,0,0
171666,0.0,0.0,0,0.0,0,0
171766,0.0,0.0,0,0.0,0,0
171866,0.0,0.0,0,0.0,0,0
171966,0.0,0.0,0,0.0,0,0
172066,0.0,0.0,0,0.0,0,0
172166,0.0,0.0,0,0.0,0,0
172266,0.0,0.0,0,0.0,0,0
172366,0.0,0.0,0,0.0,0,0
172466,0.0,0.0,0,0.0,0,0
172566,0.0,0.0,0,0.0,0,0
172666,0.0,0.0,0,0.0,0,0
172766,0.0,0.0,0,0.0,0,0
172866,0.0,0.0,0,0.0,0,0
172966,0.0,0.0,0,0.0,0,0
173066,0.0,0.0,0,0.0,0,0
173166,0.0,0.0,0,0.0,0,0
173266,0.0,0.0,0,0.0,0,0
173366,0.0,0.0,0,0.0,0,0
173466,0.0,0.0,0,0.0,0,0
173566,0.0,0.0,0,0.0,0,0
173666,0.0,0.0,0,0.0,0,0
173766,0.0,0.0,0,0.0,0,0
173866,0.0,0.0,0,0.0,0,0
173966,0.0,0.0,0,0.0,0,0
174068,0.0,0.0,0,0.0,0,0
174168,0.0,0.0,0,0.0,0,0
174268,0.0,0.0,0,0.0,0,0
174368,0.0,0.0,0,0.0,0,0
174467,0.0,0.0,0,0.0,0,0
174568,0.0,0.0,0,0.0,0,0
174667,0.0,0.0,0,0.0,0,0
174767,0.0,0.0,0,0.0,0,0
174867,0.0,0.0,0,0.0,0,0
174966,0.0,0.0,0,0.0,0,0
175066,0.0,0.0,0,0.0,0,0
175166,0.0,0.0,0,0.0,0,0
175266,0.0,0.0,0,0.0,0,0
175366,0.0,0.0,0,0.0,0,0
175466,0.0,0.0,0,0.0,0,0
