timestamp,ctrlMel.r_yaw,ctrlMel.accelz,ctrlMel.zdx,ctrlMel.zdy,ctrlMel.zdz,ctrlMel.i_err_x
116064,0.0,0.0,0.0,0.0,0.0,0.0
116165,0.0,0.0,0.0,0.0,0.0,0.0
116264,0.0,0.0,0.0,0.0,0.0,0.0
116364,0.0,0.0,0.0,0.0,0.0,0.0
116464,0.0,0.0,0.0,0.0,0.0,0.0
116564,0.0,0.0,0.0,0.0,0.0,0.0
116664,0.0,0.0,0.0,0.0,0.0,0.0
116764,0.0,0.0,0.0,0.0,0.0,0.0
116864,0.0,0.0,0.0,0.0,0.0,0.0
116964,0.0,0.0,0.0,0.0,0.0,0.0
117064,0.0,0.0,0.0,0.0,0.0,0.0
117164,0.0,0.0,0.0,0.0,0.0,0.0
117264,0.0,0.0,0.0,0.0,0.0,0.0
117364,0.0,0.0,0.0,0.0,0.0,0.0
117464,0.0,0.0,0.0,0.0,0.0,0.0
117564,0.0,0.0,0.0,0.0,0.0,0.0
117664,0.0,0.0,0.0,0.0,0.0,0.0
117764,0.0,0.0,0.0,0.0,0.0,0.0
117864,0.0,0.0,0.0,0.0,0.0,0.0
117964,0.0,0.0,0.0,0.0,0.0,0.0
118064,0.0,0.0,0.0,0.0,0.0,0.0
118164,0.0,0.0,0.0,0.0,0.0,0.0
118264,0.0,0.0,0.0,0.0,0.0,0.0
118364,0.0,0.0,0.0,0.0,0.0,0.0
118464,0.0,0.0,0.0,0.0,0.0,0.0
118564,0.0,0.0,0.0,0.0,0.0,0.0
118664,0.0,0.0,0.0,0.0,0.0,0.0
118764,0.0,0.0,0.0,0.0,0.0,0.0
118864,0.0,0.0,0.0,0.0,0.0,0.0
118964,0.0,0.0,0.0,0.0,0.0,0.0
119064,0.0,0.0,0.0,0.0,0.0,0.0
119164,0.0,0.0,0.0,0.0,0.0,0.0
119264,0.0,0.0,0.0,0.0,0.0,0.0
119364,0.0,0.0,0.0,0.0,0.0,0.0
119464,0.0,0.0,0.0,0.0,0.0,0.0
119564,0.0,0.0,0.0,0.0,0.0,0.0
119664,0.0,0.0,0.0,0.0,0.0,0.0
119764,0.0,0.0,0.0,0.0,0.0,0.0
119864,0.0,0.0,0.0,0.0,0.0,0.0
119964,0.0,0.0,0.0,0.0,0.0,0.0
120064,0.0,0.0,0.0,0.0,0.0,0.0
120164,0.0,0.0,0.0,0.0,0.0,0.0
120264,0.0,0.0,0.0,0.0,0.0,0.0
120364,0.0,0.0,0.0,0.0,0.0,0.0
120464,0.0,0.0,0.0,0.0,0.0,0.0
120564,0.0,0.0,0.0,0.0,0.0,0.0
120664,0.0,0.0,0.0,0.0,0.0,0.0
120764,0.0,0.0,0.0,0.0,0.0,0.0
120864,0.0,0.0,0.0,0.0,0.0,0.0
120964,0.0,0.0,0.0,0.0,0.0,0.0
121064,0.0,0.0,0.0,0.0,0.0,0.0
121164,0.0,0.0,0.0,0.0,0.0,0.0
121264,0.0,0.0,0.0,0.0,0.0,0.0
121364,0.0,0.0,0.0,0.0,0.0,0.0
121464,0.0,0.0,0.0,0.0,0.0,0.0
121564,0.0,0.0,0.0,0.0,0.0,0.0
121664,0.0,0.0,0.0,0.0,0.0,0.0
121764,0.0,0.0,0.0,0.0,0.0,0.0
121864,0.0,0.0,0.0,0.0,0.0,0.0
121964,0.0,0.0,0.0,0.0,0.0,0.0
122064,0.0,0.0,0.0,0.0,0.0,0.0
122164,0.0,0.0,0.0,0.0,0.0,0.0
122264,0.0,0.0,0.0,0.0,0.0,0.0
122364,0.0,0.0,0.0,0.0,0.0,0.0
122464,0.0,0.0,0.0,0.0,0.0,0.0
122564,0.0,0.0,0.0,0.0,0.0,0.0
122664,0.0,0.0,0.0,0.0,0.0,0.0
122764,0.0,0.0,0.0,0.0,0.0,0.0
122864,0.0,0.0,0.0,0.0,0.0,0.0
122966,0.0,0.0,0.0,0.0,0.0,0.0
123064,0.0,0.0,0.0,0.0,0.0,0.0
123165,0.0,0.0,0.0,0.0,0.0,0.0
123265,0.0,0.0,0.0,0.0,0.0,0.0
123364,0.0,0.0,0.0,0.0,0.0,0.0
123465,0.0,0.0,0.0,0.0,0.0,0.0
123565,0.0,0.0,0.0,0.0,0.0,0.0
123665,0.0,0.0,0.0,0.0,0.0,0.0
123764,0.0,0.0,0.0,0.0,0.0,0.0
123865,0.0,0.0,0.0,0.0,0.0,0.0
123964,0.0,0.0,0.0,0.0,0.0,0.0
124064,0.0,0.0,0.0,0.0,0.0,0.0
124164,0.0,0.0,0.0,0.0,0.0,0.0
124264,0.0,0.0,0.0,0.0,0.0,0.0
124364,0.0,0.0,0.0,0.0,0.0,0.0
124464,0.0,0.0,0.0,0.0,0.0,0.0
124564,0.0,0.0,0.0,0.0,0.0,0.0
124664,0.0,0.0,0.0,0.0,0.0,0.0
124764,0.0,0.0,0.0,0.0,0.0,0.0
124864,0.0,0.0,0.0,0.0,0.0,0.0
124964,0.0,0.0,0.0,0.0,0.0,0.0
125064,0.0,0.0,0.0,0.0,0.0,0.0
125164,0.0,0.0,0.0,0.0,0.0,0.0
125264,0.0,0.0,0.0,0.0,0.0,0.0
125364,0.0,0.0,0.0,0.0,0.0,0.0
125464,0.0,0.0,0.0,0.0,0.0,0.0
125564,0.0,0.0,0.0,0.0,0.0,0.0
125664,0.0,0.0,0.0,0.0,0.0,0.0
125764,0.0,0.0,0.0,0.0,0.0,0.0
125864,0.0,0.0,0.0,0.0,0.0,0.0
125964,0.0,0.0,0.0,0.0,0.0,0.0
126064,0.0,0.0,0.0,0.0,0.0,0.0
126164,0.0,0.0,0.0,0.0,0.0,0.0
126264,0.0,0.0,0.0,0.0,0.0,0.0
126364,0.0,0.0,0.0,0.0,0.0,0.0
126464,0.0,0.0,0.0,0.0,0.0,0.0
126564,0.0,0.0,0.0,0.0,0.0,0.0
126664,0.0,0.0,0.0,0.0,0.0,0.0
126764,0.0,0.0,0.0,0.0,0.0,0.0
126864,0.0,0.0,0.0,0.0,0.0,0.0
126964,0.0,0.0,0.0,0.0,0.0,0.0
127064,0.0,0.0,0.0,0.0,0.0,0.0
127164,0.0,0.0,0.0,0.0,0.0,0.0
127264,0.0,0.0,0.0,0.0,0.0,0.0
127364,0.0,0.0,0.0,0.0,0.0,0.0
127464,0.0,0.0,0.0,0.0,0.0,0.0
127564,0.0,0.0,0.0,0.0,0.0,0.0
127664,0.0,0.0,0.0,0.0,0.0,0.0
127764,0.0,0.0,0.0,0.0,0.0,0.0
127864,0.0,0.0,0.0,0.0,0.0,0.0
127964,0.0,0.0,0.0,0.0,0.0,0.0
128064,0.0,0.0,0.0,0.0,0.0,0.0
128164,0.0,0.0,0.0,0.0,0.0,0.0
128264,0.0,0.0,0.0,0.0,0.0,0.0
128364,0.0,0.0,0.0,0.0,0.0,0.0
128464,0.0,0.0,0.0,0.0,0.0,0.0
128564,0.0,0.0,0.0,0.0,0.0,0.0
128664,0.0,0.0,0.0,0.0,0.0,0.0
128764,0.0,0.0,0.0,0.0,0.0,0.0
128864,0.0,0.0,0.0,0.0,0.0,0.0
128964,0.0,0.0,0.0,0.0,0.0,0.0
129064,0.0,0.0,0.0,0.0,0.0,0.0
129164,0.0,0.0,0.0,0.0,0.0,0.0
129264,0.0,0.0,0.0,0.0,0.0,0.0
129364,0.0,0.0,0.0,0.0,0.0,0.0
129464,0.0,0.0,0.0,0.0,0.0,0.0
129564,0.0,0.0,0.0,0.0,0.0,0.0
129664,0.0,0.0,0.0,0.0,0.0,0.0
129764,0.0,0.0,0.0,0.0,0.0,0.0
129864,0.0,0.0,0.0,0.0,0.0,0.0
129964,0.0,0.0,0.0,0.0,0.0,0.0
130064,0.0,0.0,0.0,0.0,0.0,0.0
130164,0.0,0.0,0.0,0.0,0.0,0.0
130264,0.0,0.0,0.0,0.0,0.0,0.0
130364,0.0,0.0,0.0,0.0,0.0,0.0
130464,0.0,0.0,0.0,0.0,0.0,0.0
130564,0.0,0.0,0.0,0.0,0.0,0.0
130664,0.0,0.0,0.0,0.0,0.0,0.0
130764,0.0,0.0,0.0,0.0,0.0,0.0
130864,0.0,0.0,0.0,0.0,0.0,0.0
130964,0.0,0.0,0.0,0.0,0.0,0.0
131064,0.0,0.0,0.0,0.0,0.0,0.0
131164,0.0,0.0,0.0,0.0,0.0,0.0
131264,0.0,0.0,0.0,0.0,0.0,0.0
131364,0.0,0.0,0.0,0.0,0.0,0.0
131464,0.0,0.0,0.0,0.0,0.0,0.0
131564,0.0,0.0,0.0,0.0,0.0,0.0
131664,0.0,0.0,0.0,0.0,0.0,0.0
131764,0.0,0.0,0.0,0.0,0.0,0.0
131864,0.0,0.0,0.0,0.0,0.0,0.0
131964,0.0,0.0,0.0,0.0,0.0,0.0
132064,0.0,0.0,0.0,0.0,0.0,0.0
132164,0.0,0.0,0.0,0.0,0.0,0.0
132264,0.0,0.0,0.0,0.0,0.0,0.0
132364,0.0,0.0,0.0,0.0,0.0,0.0
132464,0.0,0.0,0.0,0.0,0.0,0.0
132564,0.0,0.0,0.0,0.0,0.0,0.0
132666,0.0,0.0,0.0,0.0,0.0,0.0
132766,0.0,0.0,0.0,0.0,0.0,0.0
132864,0.0,0.0,0.0,0.0,0.0,0.0
132966,0.0,0.0,0.0,0.0,0.0,0.0
133066,0.0,0.0,0.0,0.0,0.0,0.0
133166,0.0,0.0,0.0,0.0,0.0,0.0
