timestamp,posCtrlIndi.accFT_x,posCtrlIndi.accFT_y,posCtrlIndi.accFT_z,posCtrlIndi.accErr_x,posCtrlIndi.accErr_y,posCtrlIndi.accErr_z
228728,0.0,0.0,0.0,0.0,0.0,0.0
228828,0.0,0.0,0.0,0.0,0.0,0.0
228928,0.0,0.0,0.0,0.0,0.0,0.0
229028,0.0,0.0,0.0,0.0,0.0,0.0
229128,0.0,0.0,0.0,0.0,0.0,0.0
229228,0.0,0.0,0.0,0.0,0.0,0.0
229328,0.0,0.0,0.0,0.0,0.0,0.0
229428,0.0,0.0,0.0,0.0,0.0,0.0
229528,0.0,0.0,0.0,0.0,0.0,0.0
229628,0.0,0.0,0.0,0.0,0.0,0.0
229728,0.0,0.0,0.0,0.0,0.0,0.0
229828,0.0,0.0,0.0,0.0,0.0,0.0
229928,0.0,0.0,0.0,0.0,0.0,0.0
230028,0.0,0.0,0.0,0.0,0.0,0.0
230128,0.0,0.0,0.0,0.0,0.0,0.0
230228,0.0,0.0,0.0,0.0,0.0,0.0
230328,0.0,0.0,0.0,0.0,0.0,0.0
230428,0.0,0.0,0.0,0.0,0.0,0.0
230528,0.0,0.0,0.0,0.0,0.0,0.0
230630,0.0,0.0,0.0,0.0,0.0,0.0
230730,0.0,0.0,0.0,0.0,0.0,0.0
230830,0.0,0.0,0.0,0.0,0.0,0.0
230930,0.0,0.0,0.0,0.0,0.0,0.0
231030,0.0,0.0,0.0,0.0,0.0,0.0
231130,0.0,0.0,0.0,0.0,0.0,0.0
231230,0.0,0.0,0.0,0.0,0.0,0.0
231329,0.0,0.0,0.0,0.0,0.0,0.0
231429,0.0,0.0,0.0,0.0,0.0,0.0
231529,0.0,0.0,0.0,0.0,0.0,0.0
231628,0.0,0.0,0.0,0.0,0.0,0.0
231728,0.0,0.0,0.0,0.0,0.0,0.0
231828,0.0,0.0,0.0,0.0,0.0,0.0
231928,0.0,0.0,0.0,0.0,0.0,0.0
232028,0.0,0.0,0.0,0.0,0.0,0.0
232128,0.0,0.0,0.0,0.0,0.0,0.0
232228,0.0,0.0,0.0,0.0,0.0,0.0
232328,0.0,0.0,0.0,0.0,0.0,0.0
232428,0.0,0.0,0.0,0.0,0.0,0.0
232528,0.0,0.0,0.0,0.0,0.0,0.0
232628,0.0,0.0,0.0,0.0,0.0,0.0
232728,0.0,0.0,0.0,0.0,0.0,0.0
232828,0.0,0.0,0.0,0.0,0.0,0.0
232928,0.0,0.0,0.0,0.0,0.0,0.0
233028,0.0,0.0,0.0,0.0,0.0,0.0
233128,0.0,0.0,0.0,0.0,0.0,0.0
233228,0.0,0.0,0.0,0.0,0.0,0.0
233328,0.0,0.0,0.0,0.0,0.0,0.0
233428,0.0,0.0,0.0,0.0,0.0,0.0
233528,0.0,0.0,0.0,0.0,0.0,0.0
233628,0.0,0.0,0.0,0.0,0.0,0.0
233728,0.0,0.0,0.0,0.0,0.0,0.0
233828,0.0,0.0,0.0,0.0,0.0,0.0
233928,0.0,0.0,0.0,0.0,0.0,0.0
234028,0.0,0.0,0.0,0.0,0.0,0.0
234128,0.0,0.0,0.0,0.0,0.0,0.0
234228,0.0,0.0,0.0,0.0,0.0,0.0
234328,0.0,0.0,0.0,0.0,0.0,0.0
234428,0.0,0.0,0.0,0.0,0.0,0.0
234528,0.0,0.0,0.0,0.0,0.0,0.0
234628,0.0,0.0,0.0,0.0,0.0,0.0
234728,0.0,0.0,0.0,0.0,0.0,0.0
234828,0.0,0.0,0.0,0.0,0.0,0.0
234928,0.0,0.0,0.0,0.0,0.0,0.0
235028,0.0,0.0,0.0,0.0,0.0,0.0
235128,0.0,0.0,0.0,0.0,0.0,0.0
235228,0.0,0.0,0.0,0.0,0.0,0.0
235328,0.0,0.0,0.0,0.0,0.0,0.0
235428,0.0,0.0,0.0,0.0,0.0,0.0
235528,0.0,0.0,0.0,0.0,0.0,0.0
235628,0.0,0.0,0.0,0.0,0.0,0.0
235728,0.0,0.0,0.0,0.0,0.0,0.0
235828,0.0,0.0,0.0,0.0,0.0,0.0
235928,0.0,0.0,0.0,0.0,0.0,0.0
236028,0.0,0.0,0.0,0.0,0.0,0.0
236128,0.0,0.0,0.0,0.0,0.0,0.0
236228,0.0,0.0,0.0,0.0,0.0,0.0
236328,0.0,0.0,0.0,0.0,0.0,0.0
236428,0.0,0.0,0.0,0.0,0.0,0.0
236528,0.0,0.0,0.0,0.0,0.0,0.0
236628,0.0,0.0,0.0,0.0,0.0,0.0
236728,0.0,0.0,0.0,0.0,0.0,0.0
236828,0.0,0.0,0.0,0.0,0.0,0.0
236928,0.0,0.0,0.0,0.0,0.0,0.0
237028,0.0,0.0,0.0,0.0,0.0,0.0
237128,0.0,0.0,0.0,0.0,0.0,0.0
237228,0.0,0.0,0.0,0.0,0.0,0.0
237328,0.0,0.0,0.0,0.0,0.0,0.0
237428,0.0,0.0,0.0,0.0,0.0,0.0
237528,0.0,0.0,0.0,0.0,0.0,0.0
237628,0.0,0.0,0.0,0.0,0.0,0.0
237728,0.0,0.0,0.0,0.0,0.0,0.0
237828,0.0,0.0,0.0,0.0,0.0,0.0
237928,0.0,0.0,0.0,0.0,0.0,0.0
238028,0.0,0.0,0.0,0.0,0.0,0.0
238128,0.0,0.0,0.0,0.0,0.0,0.0
238228,0.0,0.0,0.0,0.0,0.0,0.0
238328,0.0,0.0,0.0,0.0,0.0,0.0
238428,0.0,0.0,0.0,0.0,0.0,0.0
238528,0.0,0.0,0.0,0.0,0.0,0.0
238628,0.0,0.0,0.0,0.0,0.0,0.0
238728,0.0,0.0,0.0,0.0,0.0,0.0
238828,0.0,0.0,0.0,0.0,0.0,0.0
238928,0.0,0.0,0.0,0.0,0.0,0.0
239028,0.0,0.0,0.0,0.0,0.0,0.0
239128,0.0,0.0,0.0,0.0,0.0,0.0
239228,0.0,0.0,0.0,0.0,0.0,0.0
239328,0.0,0.0,0.0,0.0,0.0,0.0
239428,0.0,0.0,0.0,0.0,0.0,0.0
239528,0.0,0.0,0.0,0.0,0.0,0.0
239628,0.0,0.0,0.0,0.0,0.0,0.0
239728,0.0,0.0,0.0,0.0,0.0,0.0
239828,0.0,0.0,0.0,0.0,0.0,0.0
239930,0.0,0.0,0.0,0.0,0.0,0.0
240030,0.0,0.0,0.0,0.0,0.0,0.0
240130,0.0,0.0,0.0,0.0,0.0,0.0
240230,0.0,0.0,0.0,0.0,0.0,0.0
240330,0.0,0.0,0.0,0.0,0.0,0.0
240430,0.0,0.0,0.0,0.0,0.0,0.0
