timestamp,twr.rangingSuccessRate0,twr.rangingPerSec0,twr.rangingSuccessRate1,twr.rangingPerSec1,twr.rangingSuccessRate2,twr.rangingPerSec2,twr.rangingSuccessRate3,twr.rangingPerSec3,twr.rangingSuccessRate4,twr.rangingPerSec4,twr.rangingSuccessRate5,twr.rangingPerSec5
313333,0,0,0,0,0,0,0,0,0,0,0,0
313432,0,0,0,0,0,0,0,0,0,0,0,0
313532,0,0,0,0,0,0,0,0,0,0,0,0
313633,0,0,0,0,0,0,0,0,0,0,0,0
313732,0,0,0,0,0,0,0,0,0,0,0,0
313832,0,0,0,0,0,0,0,0,0,0,0,0
313932,0,0,0,0,0,0,0,0,0,0,0,0
314032,0,0,0,0,0,0,0,0,0,0,0,0
314132,0,0,0,0,0,0,0,0,0,0,0,0
314232,0,0,0,0,0,0,0,0,0,0,0,0
314332,0,0,0,0,0,0,0,0,0,0,0,0
314434,0,0,0,0,0,0,0,0,0,0,0,0
314534,0,0,0,0,0,0,0,0,0,0,0,0
314634,0,0,0,0,0,0,0,0,0,0,0,0
314733,0,0,0,0,0,0,0,0,0,0,0,0
314834,0,0,0,0,0,0,0,0,0,0,0,0
314933,0,0,0,0,0,0,0,0,0,0,0,0
315033,0,0,0,0,0,0,0,0,0,0,0,0
315133,0,0,0,0,0,0,0,0,0,0,0,0
315232,0,0,0,0,0,0,0,0,0,0,0,0
315333,0,0,0,0,0,0,0,0,0,0,0,0
315432,0,0,0,0,0,0,0,0,0,0,0,0
315532,0,0,0,0,0,0,0,0,0,0,0,0
315632,0,0,0,0,0,0,0,0,0,0,0,0
315732,0,0,0,0,0,0,0,0,0,0,0,0
315832,0,0,0,0,0,0,0,0,0,0,0,0
315932,0,0,0,0,0,0,0,0,0,0,0,0
316032,0,0,0,0,0,0,0,0,0,0,0,0
316132,0,0,0,0,0,0,0,0,0,0,0,0
316232,0,0,0,0,0,0,0,0,0,0,0,0
316332,0,0,0,0,0,0,0,0,0,0,0,0
316432,0,0,0,0,0,0,0,0,0,0,0,0
316532,0,0,0,0,0,0,0,0,0,0,0,0
316632,0,0,0,0,0,0,0,0,0,0,0,0
316732,0,0,0,0,0,0,0,0,0,0,0,0
316832,0,0,0,0,0,0,0,0,0,0,0,0
316932,0,0,0,0,0,0,0,0,0,0,0,0
317032,0,0,0,0,0,0,0,0,0,0,0,0
317132,0,0,0,0,0,0,0,0,0,0,0,0
317232,0,0,0,0,0,0,0,0,0,0,0,0
317332,0,0,0,0,0,0,0,0,0,0,0,0
317432,0,0,0,0,0,0,0,0,0,0,0,0
317532,0,0,0,0,0,0,0,0,0,0,0,0
317632,0,0,0,0,0,0,0,0,0,0,0,0
317732,0,0,0,0,0,0,0,0,0,0,0,0
317832,0,0,0,0,0,0,0,0,0,0,0,0
317932,0,0,0,0,0,0,0,0,0,0,0,0
318032,0,0,0,0,0,0,0,0,0,0,0,0
318132,0,0,0,0,0,0,0,0,0,0,0,0
318232,0,0,0,0,0,0,0,0,0,0,0,0
318332,0,0,0,0,0,0,0,0,0,0,0,0
318432,0,0,0,0,0,0,0,0,0,0,0,0
318532,0,0,0,0,0,0,0,0,0,0,0,0
318632,0,0,0,0,0,0,0,0,0,0,0,0
318732,0,0,0,0,0,0,0,0,0,0,0,0
318832,0,0,0,0,0,0,0,0,0,0,0,0
318932,0,0,0,0,0,0,0,0,0,0,0,0
319032,0,0,0,0,0,0,0,0,0,0,0,0
319132,0,0,0,0,0,0,0,0,0,0,0,0
319234,0,0,0,0,0,0,0,0,0,0,0,0
319335,0,0,0,0,0,0,0,0,0,0,0,0
319434,0,0,0,0,0,0,0,0,0,0,0,0
319534,0,0,0,0,0,0,0,0,0,0,0,0
319634,0,0,0,0,0,0,0,0,0,0,0,0
319734,0,0,0,0,0,0,0,0,0,0,0,0
319834,0,0,0,0,0,0,0,0,0,0,0,0
319933,0,0,0,0,0,0,0,0,0,0,0,0
320033,0,0,0,0,0,0,0,0,0,0,0,0
320133,0,0,0,0,0,0,0,0,0,0,0,0
320233,0,0,0,0,0,0,0,0,0,0,0,0
320332,0,0,0,0,0,0,0,0,0,0,0,0
320432,0,0,0,0,0,0,0,0,0,0,0,0
320532,0,0,0,0,0,0,0,0,0,0,0,0
320632,0,0,0,0,0,0,0,0,0,0,0,0
320732,0,0,0,0,0,0,0,0,0,0,0,0
320832,0,0,0,0,0,0,0,0,0,0,0,0
320932,0,0,0,0,0,0,0,0,0,0,0,0
321032,0,0,0,0,0,0,0,0,0,0,0,0
321132,0,0,0,0,0,0,0,0,0,0,0,0
321232,0,0,0,0,0,0,0,0,0,0,0,0
321332,0,0,0,0,0,0,0,0,0,0,0,0
321435,0,0,0,0,0,0,0,0,0,0,0,0
321534,0,0,0,0,0,0,0,0,0,0,0,0
321632,0,0,0,0,0,0,0,0,0,0,0,0
321732,0,0,0,0,0,0,0,0,0,0,0,0
321833,0,0,0,0,0,0,0,0,0,0,0,0
321933,0,0,0,0,0,0,0,0,0,0,0,0
322033,0,0,0,0,0,0,0,0,0,0,0,0
322133,0,0,0,0,0,0,0,0,0,0,0,0
322232,0,0,0,0,0,0,0,0,0,0,0,0
322332,0,0,0,0,0,0,0,0,0,0,0,0
322433,0,0,0,0,0,0,0,0,0,0,0,0
322532,0,0,0,0,0,0,0,0,0,0,0,0
322632,0,0,0,0,0,0,0,0,0,0,0,0
322732,0,0,0,0,0,0,0,0,0,0,0,0
322832,0,0,0,0,0,0,0,0,0,0,0,0
322932,0,0,0,0,0,0,0,0,0,0,0,0
323032,0,0,0,0,0,0,0,0,0,0,0,0
323132,0,0,0,0,0,0,0,0,0,0,0,0
323232,0,0,0,0,0,0,0,0,0,0,0,0
323332,0,0,0,0,0,0,0,0,0,0,0,0
323432,0,0,0,0,0,0,0,0,0,0,0,0
323532,0,0,0,0,0,0,0,0,0,0,0,0
323632,0,0,0,0,0,0,0,0,0,0,0,0
323732,0,0,0,0,0,0,0,0,0,0,0,0
323832,0,0,0,0,0,0,0,0,0,0,0,0
323932,0,0,0,0,0,0,0,0,0,0,0,0
324032,0,0,0,0,0,0,0,0,0,0,0,0
324132,0,0,0,0,0,0,0,0,0,0,0,0
324232,0,0,0,0,0,0,0,0,0,0,0,0
324332,0,0,0,0,0,0,0,0,0,0,0,0
324432,0,0,0,0,0,0,0,0,0,0,0,0
324532,0,0,0,0,0,0,0,0,0,0,0,0
324632,0,0,0,0,0,0,0,0,0,0,0,0
324732,0,0,0,0,0,0,0,0,0,0,0,0
324832,0,0,0,0,0,0,0,0,0,0,0,0
324932,0,0,0,0,0,0,0,0,0,0,0,0
325032,0,0,0,0,0,0,0,0,0,0,0,0
325132,0,0,0,0,0,0,0,0,0,0,0,0
325232,0,0,0,0,0,0,0,0,0,0,0,0
325332,0,0,0,0,0,0,0,0,0,0,0,0
325432,0,0,0,0,0,0,0,0,0,0,0,0
325532,0,0,0,0,0,0,0,0,0,0,0,0
325632,0,0,0,0,0,0,0,0,0,0,0,0
325732,0,0,0,0,0,0,0,0,0,0,0,0
325832,0,0,0,0,0,0,0,0,0,0,0,0
325932,0,0,0,0,0,0,0,0,0,0,0,0
326032,0,0,0,0,0,0,0,0,0,0,0,0
326132,0,0,0,0,0,0,0,0,0,0,0,0
326232,0,0,0,0,0,0,0,0,0,0,0,0
326332,0,0,0,0,0,0,0,0,0,0,0,0
326432,0,0,0,0,0,0,0,0,0,0,0,0
326532,0,0,0,0,0,0,0,0,0,0,0,0
326632,0,0,0,0,0,0,0,0,0,0,0,0
326732,0,0,0,0,0,0,0,0,0,0,0,0
326832,0,0,0,0,0,0,0,0,0,0,0,0
326932,0,0,0,0,0,0,0,0,0,0,0,0
327032,0,0,0,0,0,0,0,0,0,0,0,0
327132,0,0,0,0,0,0,0,0,0,0,0,0
327232,0,0,0,0,0,0,0,0,0,0,0,0
327332,0,0,0,0,0,0,0,0,0,0,0,0
327432,0,0,0,0,0,0,0,0,0,0,0,0
327532,0,0,0,0,0,0,0,0,0,0,0,0
327632,0,0,0,0,0,0,0,0,0,0,0,0
327732,0,0,0,0,0,0,0,0,0,0,0,0
327832,0,0,0,0,0,0,0,0,0,0,0,0
327932,0,0,0,0,0,0,0,0,0,0,0,0
328035,0,0,0,0,0,0,0,0,0,0,0,0
328135,0,0,0,0,0,0,0,0,0,0,0,0
328235,0,0,0,0,0,0,0,0,0,0,0,0
328334,0,0,0,0,0,0,0,0,0,0,0,0
328432,0,0,0,0,0,0,0,0,0,0,0,0
328532,0,0,0,0,0,0,0,0,0,0,0,0
328634,0,0,0,0,0,0,0,0,0,0,0,0
328735,0,0,0,0,0,0,0,0,0,0,0,0
328834,0,0,0,0,0,0,0,0,0,0,0,0
328934,0,0,0,0,0,0,0,0,0,0,0,0
329034,0,0,0,0,0,0,0,0,0,0,0,0
329134,0,0,0,0,0,0,0,0,0,0,0,0
329233,0,0,0,0,0,0,0,0,0,0,0,0
329333,0,0,0,0,0,0,0,0,0,0,0,0
329433,0,0,0,0,0,0,0,0,0,0,0,0
329533,0,0,0,0,0,0,0,0,0,0,0,0
329633,0,0,0,0,0,0,0,0,0,0,0,0
329733,0,0,0,0,0,0,0,0,0,0,0,0
329832,0,0,0,0,0,0,0,0,0,0,0,0
