timestamp,posCtrlIndi.angF_roll,posCtrlIndi.angF_pitch,posCtrlIndi.angF_yaw,posCtrlIndi.accRef_x,posCtrlIndi.accRef_y,posCtrlIndi.accRef_z
222922,0.0,0.0,0.0,0.0,0.0,0.0
223020,0.0,0.0,0.0,0.0,0.0,0.0
223121,0.0,0.0,0.0,0.0,0.0,0.0
223221,0.0,0.0,0.0,0.0,0.0,0.0
223322,0.0,0.0,0.0,0.0,0.0,0.0
223420,0.0,0.0,0.0,0.0,0.0,0.0
223520,0.0,0.0,0.0,0.0,0.0,0.0
223620,0.0,0.0,0.0,0.0,0.0,0.0
223720,0.0,0.0,0.0,0.0,0.0,0.0
223820,0.0,0.0,0.0,0.0,0.0,0.0
223920,0.0,0.0,0.0,0.0,0.0,0.0
224020,0.0,0.0,0.0,0.0,0.0,0.0
224120,0.0,0.0,0.0,0.0,0.0,0.0
224220,0.0,0.0,0.0,0.0,0.0,0.0
224320,0.0,0.0,0.0,0.0,0.0,0.0
224420,0.0,0.0,0.0,0.0,0.0,0.0
224520,0.0,0.0,0.0,0.0,0.0,0.0
224619,0.0,0.0,0.0,0.0,0.0,0.0
224719,0.0,0.0,0.0,0.0,0.0,0.0
224820,0.0,0.0,0.0,0.0,0.0,0.0
224919,0.0,0.0,0.0,0.0,0.0,0.0
225019,0.0,0.0,0.0,0.0,0.0,0.0
225119,0.0,0.0,0.0,0.0,0.0,0.0
225219,0.0,0.0,0.0,0.0,0.0,0.0
225319,0.0,0.0,0.0,0.0,0.0,0.0
225419,0.0,0.0,0.0,0.0,0.0,0.0
225519,0.0,0.0,0.0,0.0,0.0,0.0
225619,0.0,0.0,0.0,0.0,0.0,0.0
225719,0.0,0.0,0.0,0.0,0.0,0.0
225819,0.0,0.0,0.0,0.0,0.0,0.0
225919,0.0,0.0,0.0,0.0,0.0,0.0
226019,0.0,0.0,0.0,0.0,0.0,0.0
226119,0.0,0.0,0.0,0.0,0.0,0.0
226219,0.0,0.0,0.0,0.0,0.0,0.0
226319,0.0,0.0,0.0,0.0,0.0,0.0
226419,0.0,0.0,0.0,0.0,0.0,0.0
226519,0.0,0.0,0.0,0.0,0.0,0.0
226619,0.0,0.0,0.0,0.0,0.0,0.0
226719,0.0,0.0,0.0,0.0,0.0,0.0
226819,0.0,0.0,0.0,0.0,0.0,0.0
226919,0.0,0.0,0.0,0.0,0.0,0.0
227019,0.0,0.0,0.0,0.0,0.0,0.0
227119,0.0,0.0,0.0,0.0,0.0,0.0
227219,0.0,0.0,0.0,0.0,0.0,0.0
227319,0.0,0.0,0.0,0.0,0.0,0.0
227419,0.0,0.0,0.0,0.0,0.0,0.0
227519,0.0,0.0,0.0,0.0,0.0,0.0
227619,0.0,0.0,0.0,0.0,0.0,0.0
227719,0.0,0.0,0.0,0.0,0.0,0.0
227819,0.0,0.0,0.0,0.0,0.0,0.0
227919,0.0,0.0,0.0,0.0,0.0,0.0
228019,0.0,0.0,0.0,0.0,0.0,0.0
228119,0.0,0.0,0.0,0.0,0.0,0.0
228219,0.0,0.0,0.0,0.0,0.0,0.0
228319,0.0,0.0,0.0,0.0,0.0,0.0
228419,0.0,0.0,0.0,0.0,0.0,0.0
228519,0.0,0.0,0.0,0.0,0.0,0.0
228619,0.0,0.0,0.0,0.0,0.0,0.0
228719,0.0,0.0,0.0,0.0,0.0,0.0
228819,0.0,0.0,0.0,0.0,0.0,0.0
228919,0.0,0.0,0.0,0.0,0.0,0.0
229019,0.0,0.0,0.0,0.0,0.0,0.0
229119,0.0,0.0,0.0,0.0,0.0,0.0
229219,0.0,0.0,0.0,0.0,0.0,0.0
229319,0.0,0.0,0.0,0.0,0.0,0.0
229419,0.0,0.0,0.0,0.0,0.0,0.0
229519,0.0,0.0,0.0,0.0,0.0,0.0
229619,0.0,0.0,0.0,0.0,0.0,0.0
229719,0.0,0.0,0.0,0.0,0.0,0.0
229819,0.0,0.0,0.0,0.0,0.0,0.0
229919,0.0,0.0,0.0,0.0,0.0,0.0
230019,0.0,0.0,0.0,0.0,0.0,0.0
230119,0.0,0.0,0.0,0.0,0.0,0.0
230219,0.0,0.0,0.0,0.0,0.0,0.0
230320,0.0,0.0,0.0,0.0,0.0,0.0
230420,0.0,0.0,0.0,0.0,0.0,0.0
230519,0.0,0.0,0.0,0.0,0.0,0.0
230619,0.0,0.0,0.0,0.0,0.0,0.0
230719,0.0,0.0,0.0,0.0,0.0,0.0
230819,0.0,0.0,0.0,0.0,0.0,0.0
230919,0.0,0.0,0.0,0.0,0.0,0.0
231019,0.0,0.0,0.0,0.0,0.0,0.0
231119,0.0,0.0,0.0,0.0,0.0,0.0
231219,0.0,0.0,0.0,0.0,0.0,0.0
231319,0.0,0.0,0.0,0.0,0.0,0.0
231419,0.0,0.0,0.0,0.0,0.0,0.0
231519,0.0,0.0,0.0,0.0,0.0,0.0
231619,0.0,0.0,0.0,0.0,0.0,0.0
231719,0.0,0.0,0.0,0.0,0.0,0.0
231819,0.0,0.0,0.0,0.0,0.0,0.0
231919,0.0,0.0,0.0,0.0,0.0,0.0
232019,0.0,0.0,0.0,0.0,0.0,0.0
232119,0.0,0.0,0.0,0.0,0.0,0.0
232219,0.0,0.0,0.0,0.0,0.0,0.0
232319,0.0,0.0,0.0,0.0,0.0,0.0
232419,0.0,0.0,0.0,0.0,0.0,0.0
232519,0.0,0.0,0.0,0.0,0.0,0.0
232619,0.0,0.0,0.0,0.0,0.0,0.0
232719,0.0,0.0,0.0,0.0,0.0,0.0
232819,0.0,0.0,0.0,0.0,0.0,0.0
232919,0.0,0.0,0.0,0.0,0.0,0.0
233019,0.0,0.0,0.0,0.0,0.0,0.0
233119,0.0,0.0,0.0,0.0,0.0,0.0
233219,0.0,0.0,0.0,0.0,0.0,0.0
233319,0.0,0.0,0.0,0.0,0.0,0.0
233419,0.0,0.0,0.0,0.0,0.0,0.0
233519,0.0,0.0,0.0,0.0,0.0,0.0
233619,0.0,0.0,0.0,0.0,0.0,0.0
233719,0.0,0.0,0.0,0.0,0.0,0.0
233819,0.0,0.0,0.0,0.0,0.0,0.0
233919,0.0,0.0,0.0,0.0,0.0,0.0
234019,0.0,0.0,0.0,0.0,0.0,0.0
234119,0.0,0.0,0.0,0.0,0.0,0.0
234222,0.0,0.0,0.0,0.0,0.0,0.0
234322,0.0,0.0,0.0,0.0,0.0,0.0
234422,0.0,0.0,0.0,0.0,0.0,0.0
234522,0.0,0.0,0.0,0.0,0.0,0.0
234622,0.0,0.0,0.0,0.0,0.0,0.0
234722,0.0,0.0,0.0,0.0,0.0,0.0
234822,0.0,0.0,0.0,0.0,0.0,0.0
234922,0.0,0.0,0.0,0.0,0.0,0.0
235019,0.0,0.0,0.0,0.0,0.0,0.0
235119,0.0,0.0,0.0,0.0,0.0,0.0
235219,0.0,0.0,0.0,0.0,0.0,0.0
235319,0.0,0.0,0.0,0.0,0.0,0.0
235419,0.0,0.0,0.0,0.0,0.0,0.0
235519,0.0,0.0,0.0,0.0,0.0,0.0
235619,0.0,0.0,0.0,0.0,0.0,0.0
235719,0.0,0.0,0.0,0.0,0.0,0.0
235819,0.0,0.0,0.0,0.0,0.0,0.0
235919,0.0,0.0,0.0,0.0,0.0,0.0
236019,0.0,0.0,0.0,0.0,0.0,0.0
236119,0.0,0.0,0.0,0.0,0.0,0.0
236219,0.0,0.0,0.0,0.0,0.0,0.0
236319,0.0,0.0,0.0,0.0,0.0,0.0
236419,0.0,0.0,0.0,0.0,0.0,0.0
236519,0.0,0.0,0.0,0.0,0.0,0.0
236619,0.0,0.0,0.0,0.0,0.0,0.0
236719,0.0,0.0,0.0,0.0,0.0,0.0
236819,0.0,0.0,0.0,0.0,0.0,0.0
236919,0.0,0.0,0.0,0.0,0.0,0.0
237019,0.0,0.0,0.0,0.0,0.0,0.0
237119,0.0,0.0,0.0,0.0,0.0,0.0
237219,0.0,0.0,0.0,0.0,0.0,0.0
237319,0.0,0.0,0.0,0.0,0.0,0.0
237419,0.0,0.0,0.0,0.0,0.0,0.0
237519,0.0,0.0,0.0,0.0,0.0,0.0
237619,0.0,0.0,0.0,0.0,0.0,0.0
237719,0.0,0.0,0.0,0.0,0.0,0.0
237822,0.0,0.0,0.0,0.0,0.0,0.0
237919,0.0,0.0,0.0,0.0,0.0,0.0
238022,0.0,0.0,0.0,0.0,0.0,0.0
238119,0.0,0.0,0.0,0.0,0.0,0.0
238219,0.0,0.0,0.0,0.0,0.0,0.0
238322,0.0,0.0,0.0,0.0,0.0,0.0
238422,0.0,0.0,0.0,0.0,0.0,0.0
238522,0.0,0.0,0.0,0.0,0.0,0.0
238622,0.0,0.0,0.0,0.0,0.0,0.0
238721,0.0,0.0,0.0,0.0,0.0,0.0
238822,0.0,0.0,0.0,0.0,0.0,0.0
238922,0.0,0.0,0.0,0.0,0.0,0.0
239021,0.0,0.0,0.0,0.0,0.0,0.0
239119,0.0,0.0,0.0,0.0,0.0,0.0
239219,0.0,0.0,0.0,0.0,0.0,0.0
239319,0.0,0.0,0.0,0.0,0.0,0.0
239420,0.0,0.0,0.0,0.0,0.0,0.0
239520,0.0,0.0,0.0,0.0,0.0,0.0
239619,0.0,0.0,0.0,0.0,0.0,0.0
239719,0.0,0.0,0.0,0.0,0.0,0.0
239819,0.0,0.0,0.0,0.0,0.0,0.0
239919,0.0,0.0,0.0,0.0,0.0,0.0
240019,0.0,0.0,0.0,0.0,0.0,0.0
240119,0.0,0.0,0.0,0.0,0.0,0.0
240219,0.0,0.0,0.0,0.0,0.0,0.0
240319,0.0,0.0,0.0,0.0,0.0,0.0
240419,0.0,0.0,0.0,0.0,0.0,0.0
