timestamp,posCtrlIndi.accS_x,posCtrlIndi.accS_y,posCtrlIndi.accS_z,posCtrlIndi.accF_x,posCtrlIndi.accF_y,posCtrlIndi.accF_z
235424,0.0,0.0,0.0,0.0,0.0,0.0
235524,0.0,0.0,0.0,0.0,0.0,0.0
235624,0.0,0.0,0.0,0.0,0.0,0.0
235724,0.0,0.0,0.0,0.0,0.0,0.0
235824,0.0,0.0,0.0,0.0,0.0,0.0
235924,0.0,0.0,0.0,0.0,0.0,0.0
236024,0.0,0.0,0.0,0.0,0.0,0.0
236124,0.0,0.0,0.0,0.0,0.0,0.0
236224,0.0,0.0,0.0,0.0,0.0,0.0
236324,0.0,0.0,0.0,0.0,0.0,0.0
236424,0.0,0.0,0.0,0.0,0.0,0.0
236524,0.0,0.0,0.0,0.0,0.0,0.0
236624,0.0,0.0,0.0,0.0,0.0,0.0
236724,0.0,0.0,0.0,0.0,0.0,0.0
236824,0.0,0.0,0.0,0.0,0.0,0.0
236924,0.0,0.0,0.0,0.0,0.0,0.0
237024,0.0,0.0,0.0,0.0,0.0,0.0
237124,0.0,0.0,0.0,0.0,0.0,0.0
237224,0.0,0.0,0.0,0.0,0.0,0.0
237324,0.0,0.0,0.0,0.0,0.0,0.0
237424,0.0,0.0,0.0,0.0,0.0,0.0
237524,0.0,0.0,0.0,0.0,0.0,0.0
237624,0.0,0.0,0.0,0.0,0.0,0.0
237724,0.0,0.0,0.0,0.0,0.0,0.0
237824,0.0,0.0,0.0,0.0,0.0,0.0
237924,0.0,0.0,0.0,0.0,0.0,0.0
238024,0.0,0.0,0.0,0.0,0.0,0.0
238124,0.0,0.0,0.0,0.0,0.0,0.0
238224,0.0,0.0,0.0,0.0,0.0,0.0
238324,0.0,0.0,0.0,0.0,0.0,0.0
238424,0.0,0.0,0.0,0.0,0.0,0.0
238524,0.0,0.0,0.0,0.0,0.0,0.0
238624,0.0,0.0,0.0,0.0,0.0,0.0
238724,0.0,0.0,0.0,0.0,0.0,0.0
238824,0.0,0.0,0.0,0.0,0.0,0.0
238924,0.0,0.0,0.0,0.0,0.0,0.0
239024,0.0,0.0,0.0,0.0,0.0,0.0
239124,0.0,0.0,0.0,0.0,0.0,0.0
239224,0.0,0.0,0.0,0.0,0.0,0.0
239324,0.0,0.0,0.0,0.0,0.0,0.0
239424,0.0,0.0,0.0,0.0,0.0,0.0
239524,0.0,0.0,0.0,0.0,0.0,0.0
239624,0.0,0.0,0.0,0.0,0.0,0.0
239724,0.0,0.0,0.0,0.0,0.0,0.0
239824,0.0,0.0,0.0,0.0,0.0,0.0
239924,0.0,0.0,0.0,0.0,0.0,0.0
240024,0.0,0.0,0.0,0.0,0.0,0.0
240124,0.0,0.0,0.0,0.0,0.0,0.0
240224,0.0,0.0,0.0,0.0,0.0,0.0
240324,0.0,0.0,0.0,0.0,0.0,0.0
240424,0.0,0.0,0.0,0.0,0.0,0.0
