timestamp,posCtrlIndi.velRef_x,posCtrlIndi.velRef_y,posCtrlIndi.velRef_z,posCtrlIndi.angS_roll,posCtrlIndi.angS_pitch,posCtrlIndi.angS_yaw
226119,0.0,0.0,0.0,0.0,0.0,0.0
226216,0.0,0.0,0.0,0.0,0.0,0.0
226319,0.0,0.0,0.0,0.0,0.0,0.0
226418,0.0,0.0,0.0,0.0,0.0,0.0
226519,0.0,0.0,0.0,0.0,0.0,0.0
226619,0.0,0.0,0.0,0.0,0.0,0.0
226719,0.0,0.0,0.0,0.0,0.0,0.0
226819,0.0,0.0,0.0,0.0,0.0,0.0
226916,0.0,0.0,0.0,0.0,0.0,0.0
227019,0.0,0.0,0.0,0.0,0.0,0.0
227116,0.0,0.0,0.0,0.0,0.0,0.0
227216,0.0,0.0,0.0,0.0,0.0,0.0
227316,0.0,0.0,0.0,0.0,0.0,0.0
227416,0.0,0.0,0.0,0.0,0.0,0.0
227516,0.0,0.0,0.0,0.0,0.0,0.0
227616,0.0,0.0,0.0,0.0,0.0,0.0
227718,0.0,0.0,0.0,0.0,0.0,0.0
227816,0.0,0.0,0.0,0.0,0.0,0.0
227918,0.0,0.0,0.0,0.0,0.0,0.0
228016,0.0,0.0,0.0,0.0,0.0,0.0
228116,0.0,0.0,0.0,0.0,0.0,0.0
228216,0.0,0.0,0.0,0.0,0.0,0.0
228316,0.0,0.0,0.0,0.0,0.0,0.0
228416,0.0,0.0,0.0,0.0,0.0,0.0
228516,0.0,0.0,0.0,0.0,0.0,0.0
228616,0.0,0.0,0.0,0.0,0.0,0.0
228716,0.0,0.0,0.0,0.0,0.0,0.0
228816,0.0,0.0,0.0,0.0,0.0,0.0
228916,0.0,0.0,0.0,0.0,0.0,0.0
229016,0.0,0.0,0.0,0.0,0.0,0.0
229116,0.0,0.0,0.0,0.0,0.0,0.0
229216,0.0,0.0,0.0,0.0,0.0,0.0
229316,0.0,0.0,0.0,0.0,0.0,0.0
229416,0.0,0.0,0.0,0.0,0.0,0.0
229516,0.0,0.0,0.0,0.0,0.0,0.0
229616,0.0,0.0,0.0,0.0,0.0,0.0
229716,0.0,0.0,0.0,0.0,0.0,0.0
229816,0.0,0.0,0.0,0.0,0.0,0.0
229916,0.0,0.0,0.0,0.0,0.0,0.0
230016,0.0,0.0,0.0,0.0,0.0,0.0
230116,0.0,0.0,0.0,0.0,0.0,0.0
230216,0.0,0.0,0.0,0.0,0.0,0.0
230316,0.0,0.0,0.0,0.0,0.0,0.0
230416,0.0,0.0,0.0,0.0,0.0,0.0
230516,0.0,0.0,0.0,0.0,0.0,0.0
230618,0.0,0.0,0.0,0.0,0.0,0.0
230716,0.0,0.0,0.0,0.0,0.0,0.0
230816,0.0,0.0,0.0,0.0,0.0,0.0
230918,0.0,0.0,0.0,0.0,0.0,0.0
231016,0.0,0.0,0.0,0.0,0.0,0.0
231117,0.0,0.0,0.0,0.0,0.0,0.0
231217,0.0,0.0,0.0,0.0,0.0,0.0
231317,0.0,0.0,0.0,0.0,0.0,0.0
231417,0.0,0.0,0.0,0.0,0.0,0.0
231517,0.0,0.0,0.0,0.0,0.0,0.0
231616,0.0,0.0,0.0,0.0,0.0,0.0
231717,0.0,0.0,0.0,0.0,0.0,0.0
231817,0.0,0.0,0.0,0.0,0.0,0.0
231917,0.0,0.0,0.0,0.0,0.0,0.0
232017,0.0,0.0,0.0,0.0,0.0,0.0
232117,0.0,0.0,0.0,0.0,0.0,0.0
232216,0.0,0.0,0.0,0.0,0.0,0.0
232316,0.0,0.0,0.0,0.0,0.0,0.0
232416,0.0,0.0,0.0,0.0,0.0,0.0
232516,0.0,0.0,0.0,0.0,0.0,0.0
232616,0.0,0.0,0.0,0.0,0.0,0.0
232716,0.0,0.0,0.0,0.0,0.0,0.0
232816,0.0,0.0,0.0,0.0,0.0,0.0
232916,0.0,0.0,0.0,0.0,0.0,0.0
233016,0.0,0.0,0.0,0.0,0.0,0.0
233117,0.0,0.0,0.0,0.0,0.0,0.0
233216,0.0,0.0,0.0,0.0,0.0,0.0
233316,0.0,0.0,0.0,0.0,0.0,0.0
233416,0.0,0.0,0.0,0.0,0.0,0.0
233516,0.0,0.0,0.0,0.0,0.0,0.0
233616,0.0,0.0,0.0,0.0,0.0,0.0
233716,0.0,0.0,0.0,0.0,0.0,0.0
233816,0.0,0.0,0.0,0.0,0.0,0.0
233916,0.0,0.0,0.0,0.0,0.0,0.0
234016,0.0,0.0,0.0,0.0,0.0,0.0
234116,0.0,0.0,0.0,0.0,0.0,0.0
234216,0.0,0.0,0.0,0.0,0.0,0.0
234316,0.0,0.0,0.0,0.0,0.0,0.0
234416,0.0,0.0,0.0,0.0,0.0,0.0
234516,0.0,0.0,0.0,0.0,0.0,0.0
234616,0.0,0.0,0.0,0.0,0.0,0.0
234716,0.0,0.0,0.0,0.0,0.0,0.0
234816,0.0,0.0,0.0,0.0,0.0,0.0
234916,0.0,0.0,0.0,0.0,0.0,0.0
235016,0.0,0.0,0.0,0.0,0.0,0.0
235116,0.0,0.0,0.0,0.0,0.0,0.0
235216,0.0,0.0,0.0,0.0,0.0,0.0
235316,0.0,0.0,0.0,0.0,0.0,0.0
235416,0.0,0.0,0.0,0.0,0.0,0.0
235516,0.0,0.0,0.0,0.0,0.0,0.0
235616,0.0,0.0,0.0,0.0,0.0,0.0
235716,0.0,0.0,0.0,0.0,0.0,0.0
235816,0.0,0.0,0.0,0.0,0.0,0.0
235916,0.0,0.0,0.0,0.0,0.0,0.0
236016,0.0,0.0,0.0,0.0,0.0,0.0
236116,0.0,0.0,0.0,0.0,0.0,0.0
236216,0.0,0.0,0.0,0.0,0.0,0.0
236316,0.0,0.0,0.0,0.0,0.0,0.0
236416,0.0,0.0,0.0,0.0,0.0,0.0
236516,0.0,0.0,0.0,0.0,0.0,0.0
236616,0.0,0.0,0.0,0.0,0.0,0.0
236716,0.0,0.0,0.0,0.0,0.0,0.0
236816,0.0,0.0,0.0,0.0,0.0,0.0
236916,0.0,0.0,0.0,0.0,0.0,0.0
237016,0.0,0.0,0.0,0.0,0.0,0.0
237116,0.0,0.0,0.0,0.0,0.0,0.0
237216,0.0,0.0,0.0,0.0,0.0,0.0
237316,0.0,0.0,0.0,0.0,0.0,0.0
237416,0.0,0.0,0.0,0.0,0.0,0.0
237516,0.0,0.0,0.0,0.0,0.0,0.0
237616,0.0,0.0,0.0,0.0,0.0,0.0
237716,0.0,0.0,0.0,0.0,0.0,0.0
237816,0.0,0.0,0.0,0.0,0.0,0.0
237916,0.0,0.0,0.0,0.0,0.0,0.0
238016,0.0,0.0,0.0,0.0,0.0,0.0
238116,0.0,0.0,0.0,0.0,0.0,0.0
238216,0.0,0.0,0.0,0.0,0.0,0.0
238316,0.0,0.0,0.0,0.0,0.0,0.0
238416,0.0,0.0,0.0,0.0,0.0,0.0
238516,0.0,0.0,0.0,0.0,0.0,0.0
238616,0.0,0.0,0.0,0.0,0.0,0.0
238716,0.0,0.0,0.0,0.0,0.0,0.0
238816,0.0,0.0,0.0,0.0,0.0,0.0
238916,0.0,0.0,0.0,0.0,0.0,0.0
239016,0.0,0.0,0.0,0.0,0.0,0.0
239116,0.0,0.0,0.0,0.0,0.0,0.0
239216,0.0,0.0,0.0,0.0,0.0,0.0
239316,0.0,0.0,0.0,0.0,0.0,0.0
239416,0.0,0.0,0.0,0.0,0.0,0.0
239516,0.0,0.0,0.0,0.0,0.0,0.0
239617,0.0,0.0,0.0,0.0,0.0,0.0
239716,0.0,0.0,0.0,0.0,0.0,0.0
239816,0.0,0.0,0.0,0.0,0.0,0.0
239916,0.0,0.0,0.0,0.0,0.0,0.0
240016,0.0,0.0,0.0,0.0,0.0,0.0
240116,0.0,0.0,0.0,0.0,0.0,0.0
240216,0.0,0.0,0.0,0.0,0.0,0.0
240316,0.0,0.0,0.0,0.0,0.0,0.0
240416,0.0,0.0,0.0,0.0,0.0,0.0
