timestamp,loco.mode,loco.spiWr,loco.spiRe
144060,0,0.0,0.0
144160,0,0.0,0.0
144260,0,0.0,0.0
144362,0,0.0,0.0
144462,0,0.0,0.0
144562,0,0.0,0.0
144662,0,0.0,0.0
144760,0,0.0,0.0
144860,0,0.0,0.0
144960,0,0.0,0.0
145060,0,0.0,0.0
145160,0,0.0,0.0
145260,0,0.0,0.0
145360,0,0.0,0.0
145460,0,0.0,0.0
145560,0,0.0,0.0
145660,0,0.0,0.0
145760,0,0.0,0.0
145860,0,0.0,0.0
145960,0,0.0,0.0
146060,0,0.0,0.0
146160,0,0.0,0.0
146260,0,0.0,0.0
146360,0,0.0,0.0
146460,0,0.0,0.0
146560,0,0.0,0.0
146660,0,0.0,0.0
146760,0,0.0,0.0
146860,0,0.0,0.0
146960,0,0.0,0.0
147060,0,0.0,0.0
147160,0,0.0,0.0
147260,0,0.0,0.0
147360,0,0.0,0.0
147460,0,0.0,0.0
147560,0,0.0,0.0
147660,0,0.0,0.0
147760,0,0.0,0.0
147860,0,0.0,0.0
147960,0,0.0,0.0
148060,0,0.0,0.0
148160,0,0.0,0.0
148260,0,0.0,0.0
148360,0,0.0,0.0
148460,0,0.0,0.0
148560,0,0.0,0.0
148660,0,0.0,0.0
148760,0,0.0,0.0
148860,0,0.0,0.0
148960,0,0.0,0.0
149060,0,0.0,0.0
149160,0,0.0,0.0
149260,0,0.0,0.0
149360,0,0.0,0.0
149460,0,0.0,0.0
149560,0,0.0,0.0
149660,0,0.0,0.0
149760,0,0.0,0.0
149860,0,0.0,0.0
149960,0,0.0,0.0
150060,0,0.0,0.0
150160,0,0.0,0.0
150260,0,0.0,0.0
150360,0,0.0,0.0
150460,0,0.0,0.0
150560,0,0.0,0.0
150660,0,0.0,0.0
150760,0,0.0,0.0
150860,0,0.0,0.0
150960,0,0.0,0.0
151060,0,0.0,0.0
151160,0,0.0,0.0
151260,0,0.0,0.0
151360,0,0.0,0.0
151460,0,0.0,0.0
151560,0,0.0,0.0
151660,0,0.0,0.0
151760,0,0.0,0.0
151860,0,0.0,0.0
151960,0,0.0,0.0
152060,0,0.0,0.0
152160,0,0.0,0.0
152260,0,0.0,0.0
152360,0,0.0,0.0
152460,0,0.0,0.0
152560,0,0.0,0.0
152660,0,0.0,0.0
152760,0,0.0,0.0
152860,0,0.0,0.0
152960,0,0.0,0.0
153060,0,0.0,0.0
